Round	Game #	Home Team	Visitor Team
28	193	Team 2	Team 9
28	194	Team 8	Team 3
28	195	Team 4	Team 7
28	196	Team 6	Team 5
29	197	Team 13	Team 15
29	198	Team 1	Team 12
29	199	Team 11	Team 2
29	200	Team 3	Team 10
29	201	Team 9	Team 4
29	202	Team 5	Team 8
29	203	Team 7	Team 6
30	204	Team 14	Team 1
30	205	Team 2	Team 13
30	206	Team 12	Team 3
30	207	Team 4	Team 11
30	208	Team 10	Team 5
30	209	Team 6	Team 9
30	210	Team 8	Team 7
31	211	Team 2	Team 15
31	212	Team 14	Team 3
31	213	Team 4	Team 13
31	214	Team 12	Team 5
31	215	Team 6	Team 11
31	216	Team 10	Team 7
31	217	Team 8	Team 9
32	218	Team 3	Team 1
32	219	Team 15	Team 4
32	220	Team 5	Team 14
32	221	Team 13	Team 6
32	222	Team 7	Team 12
32	223	Team 11	Team 8
32	224	Team 9	Team 10
33	225	Team 4	Team 2
33	226	Team 1	Team 5
33	227	Team 6	Team 15
33	228	Team 14	Team 7
33	229	Team 8	Team 13
33	230	Team 12	Team 9
33	231	Team 10	Team 11
34	232	Team 5	Team 3
34	233	Team 2	Team 6
34	234	Team 7	Team 1
34	235	Team 15	Team 8
34	236	Team 9	Team 14
34	237	Team 13	Team 10
34	238	Team 11	Team 12
35	239	Team 6	Team 4
35	240	Team 3	Team 7
35	241	Team 8	Team 2
35	242	Team 1	Team 9
35	243	Team 10	Team 15
35	244	Team 14	Team 11
35	245	Team 12	Team 13
36	246	Team 7	Team 5
36	247	Team 4	Team 8
36	248	Team 9	Team 3
36	249	Team 2	Team 10
36	250	Team 11	Team 1
36	251	Team 15	Team 12
36	252	Team 13	Team 14
37	253	Team 8	Team 6
37	254	Team 5	Team 9
37	255	Team 10	Team 4
37	256	Team 3	Team 11
37	257	Team 12	Team 2
37	258	Team 1	Team 13
37	259	Team 14	Team 15
38	260	Team 9	Team 7
38	261	Team 6	Team 10
38	262	Team 11	Team 5
38	263	Team 4	Team 12
38	264	Team 13	Team 3
38	265	Team 2	Team 14
38	266	Team 15	Team 1
39	267	Team 10	Team 8
39	268	Team 7	Team 11
39	269	Team 12	Team 6
39	270	Team 5	Team 13
39	271	Team 14	Team 4
39	272	Team 3	Team 15
39	273	Team 1	Team 2
40	274	Team 11	Team 9
40	275	Team 8	Team 12
40	276	Team 13	Team 7
40	277	Team 6	Team 14
40	278	Team 15	Team 5
40	279	Team 4	Team 1
40	280	Team 2	Team 3
41	281	Team 12	Team 10
41	282	Team 9	Team 13
41	283	Team 14	Team 8
41	284	Team 7	Team 15
41	285	Team 1	Team 6
41	286	Team 5	Team 2
41	287	Team 3	Team 4
42	288	Team 13	Team 11
42	289	Team 10	Team 14
42	290	Team 15	Team 9
42	291	Team 8	Team 1
42	292	Team 2	Team 7
42	293	Team 6	Team 3
42	294	Team 4	Team 5
43	295	Team 14	Team 12
43	296	Team 11	Team 15
43	297	Team 1	Team 10
43	298	Team 9	Team 2
43	299	Team 3	Team 8
43	300	Team 7	Team 4
43	301	Team 5	Team 6
44	302	Team 15	Team 13
44	303	Team 12	Team 1
44	304	Team 2	Team 11
44	305	Team 10	Team 3
44	306	Team 4	Team 9
44	307	Team 8	Team 5
44	308	Team 6	Team 7
45	309	Team 1	Team 14
45	310	Team 13	Team 2
45	311	Team 3	Team 12
45	312	Team 11	Team 4
45	313	Team 5	Team 10
45	314	Team 9	Team 6
45	315	Team 7	Team 8
46	316	Team 15	Team 2
46	317	Team 3	Team 14
46	318	Team 13	Team 4
46	319	Team 5	Team 12
46	320	Team 11	Team 6
46	321	Team 7	Team 10
46	322	Team 9	Team 8
47	323	Team 1	Team 3
47	324	Team 4	Team 15
47	325	Team 14	Team 5
47	326	Team 6	Team 13
47	327	Team 12	Team 7
47	328	Team 8	Team 11
47	329	Team 10	Team 9
48	330	Team 2	Team 4
48	331	Team 5	Team 1
48	332	Team 15	Team 6
48	333	Team 7	Team 14
48	334	Team 13	Team 8
48	335	Team 9	Team 12
48	336	Team 11	Team 10
49	337	Team 3	Team 5
49	338	Team 6	Team 2
49	339	Team 1	Team 7
49	340	Team 8	Team 15
49	341	Team 14	Team 9
49	342	Team 10	Team 13
49	343	Team 12	Team 11
50	344	Team 4	Team 6
50	345	Team 7	Team 3
50	346	Team 2	Team 8
50	347	Team 9	Team 1
50	348	Team 15	Team 10
50	349	Team 11	Team 14
50	350	Team 13	Team 12
51	351	Team 5	Team 7
51	352	Team 8	Team 4
51	353	Team 3	Team 9
51	354	Team 10	Team 2
51	355	Team 1	Team 11
51	356	Team 12	Team 15
51	357	Team 14	Team 13
52	358	Team 6	Team 8
52	359	Team 9	Team 5
52	360	Team 4	Team 10
52	361	Team 11	Team 3
52	362	Team 2	Team 12
52	363	Team 13	Team 1
52	364	Team 15	Team 14
53	365	Team 7	Team 9
53	366	Team 10	Team 6
53	367	Team 5	Team 11
53	368	Team 12	Team 4
53	369	Team 3	Team 13
53	370	Team 14	Team 2
53	371	Team 1	Team 15
54	372	Team 8	Team 10
54	373	Team 11	Team 7
54	374	Team 6	Team 12
54	375	Team 13	Team 5
54	376	Team 4	Team 14
54	377	Team 15	Team 3
54	378	Team 2	Team 1
55	379	Team 9	Team 11
55	380	Team 12	Team 8
55	381	Team 7	Team 13
55	382	Team 14	Team 6
55	383	Team 5	Team 15
55	384	Team 1	Team 4
55	385	Team 3	Team 2
56	386	Team 10	Team 12
56	387	Team 13	Team 9
56	388	Team 8	Team 14
56	389	Team 15	Team 7
56	390	Team 6	Team 1
56	391	Team 2	Team 5
56	392	Team 4	Team 3
57	393	Team 11	Team 13
57	394	Team 14	Team 10
57	395	Team 9	Team 15
57	396	Team 1	Team 8
57	397	Team 7	Team 2
57	398	Team 3	Team 6
57	399	Team 5	Team 4
58	400	Team 12	Team 11
58	401	Team 10	Team 1
58	402	Team 2	Team 9
58	403	Team 8	Team 3
58	404	Team 4	Team 7
58	405	Team 6	Team 5
