Round	Game #	Home Team	Visitor Team
21	122	Team 10	Team 6
21	123	Team 5	Team 11
21	124	Team 12	Team 4
21	125	Team 3	Team 13
21	126	Team 1	Team 2
22	127	Team 8	Team 10
22	128	Team 11	Team 7
22	129	Team 6	Team 12
22	130	Team 13	Team 5
22	131	Team 4	Team 1
22	132	Team 2	Team 3
23	133	Team 9	Team 11
23	134	Team 12	Team 8
23	135	Team 7	Team 13
23	136	Team 1	Team 6
23	137	Team 5	Team 2
23	138	Team 3	Team 4
24	139	Team 10	Team 12
24	140	Team 13	Team 9
24	141	Team 8	Team 1
24	142	Team 2	Team 7
24	143	Team 6	Team 3
24	144	Team 4	Team 5
25	145	Team 11	Team 13
25	146	Team 1	Team 10
25	147	Team 9	Team 2
25	148	Team 3	Team 8
25	149	Team 7	Team 4
25	150	Team 5	Team 6
26	151	Team 12	Team 1
26	152	Team 2	Team 11
26	153	Team 10	Team 3
26	154	Team 4	Team 9
26	155	Team 8	Team 5
26	156	Team 6	Team 7
27	157	Team 2	Team 13
27	158	Team 12	Team 3
27	159	Team 4	Team 11
27	160	Team 10	Team 5
27	161	Team 6	Team 9
27	162	Team 8	Team 7
28	163	Team 3	Team 1
28	164	Team 13	Team 4
28	165	Team 5	Team 12
28	166	Team 11	Team 6
28	167	Team 7	Team 10
28	168	Team 9	Team 8
29	169	Team 4	Team 2
29	170	Team 1	Team 5
29	171	Team 6	Team 13
29	172	Team 12	Team 7
29	173	Team 8	Team 11
29	174	Team 10	Team 9
30	175	Team 5	Team 3
30	176	Team 2	Team 6
30	177	Team 7	Team 1
30	178	Team 13	Team 8
30	179	Team 9	Team 12
30	180	Team 11	Team 10
31	181	Team 6	Team 4
31	182	Team 3	Team 7
31	183	Team 8	Team 2
31	184	Team 1	Team 9
31	185	Team 10	Team 13
31	186	Team 12	Team 11
32	187	Team 7	Team 5
32	188	Team 4	Team 8
32	189	Team 9	Team 3
32	190	Team 2	Team 10
32	191	Team 11	Team 1
32	192	Team 13	Team 12
33	193	Team 8	Team 6
33	194	Team 5	Team 9
33	195	Team 10	Team 4
33	196	Team 3	Team 11
33	197	Team 12	Team 2
33	198	Team 1	Team 13
34	199	Team 9	Team 7
34	200	Team 6	Team 10
34	201	Team 11	Team 5
34	202	Team 4	Team 12
34	203	Team 13	Team 3
34	204	Team 2	Team 1
35	205	Team 10	Team 8
35	206	Team 7	Team 11
35	207	Team 12	Team 6
35	208	Team 5	Team 13
35	209	Team 1	Team 4
35	210	Team 3	Team 2
36	211	Team 11	Team 9
36	212	Team 8	Team 12
36	213	Team 13	Team 7
36	214	Team 6	Team 1
36	215	Team 2	Team 5
36	216	Team 4	Team 3
37	217	Team 12	Team 10
37	218	Team 9	Team 13
37	219	Team 1	Team 8
37	220	Team 7	Team 2
37	221	Team 3	Team 6
37	222	Team 5	Team 4
38	223	Team 13	Team 11
38	224	Team 10	Team 1
38	225	Team 2	Team 9
38	226	Team 8	Team 3
38	227	Team 4	Team 7
38	228	Team 6	Team 5
39	229	Team 1	Team 12
39	230	Team 11	Team 2
39	231	Team 3	Team 10
39	232	Team 9	Team 4
39	233	Team 5	Team 8
39	234	Team 7	Team 6
40	235	Team 13	Team 2
40	236	Team 3	Team 12
40	237	Team 11	Team 4
40	238	Team 5	Team 10
40	239	Team 9	Team 6
40	240	Team 7	Team 8
41	241	Team 1	Team 3
41	242	Team 4	Team 13
41	243	Team 12	Team 5
41	244	Team 6	Team 11
41	245	Team 10	Team 7
41	246	Team 8	Team 9
42	247	Team 2	Team 4
42	248	Team 5	Team 1
42	249	Team 13	Team 6
42	250	Team 7	Team 12
42	251	Team 11	Team 8
42	252	Team 9	Team 10
43	253	Team 3	Team 5
43	254	Team 6	Team 2
43	255	Team 1	Team 7
43	256	Team 8	Team 13
43	257	Team 12	Team 9
43	258	Team 10	Team 11
44	259	Team 4	Team 6
44	260	Team 7	Team 3
44	261	Team 2	Team 8
44	262	Team 9	Team 1
44	263	Team 13	Team 10
44	264	Team 11	Team 12
45	265	Team 5	Team 7
45	266	Team 8	Team 4
45	267	Team 3	Team 9
45	268	Team 10	Team 2
45	269	Team 1	Team 11
45	270	Team 12	Team 13
46	271	Team 6	Team 8
46	272	Team 9	Team 5
46	273	Team 4	Team 10
46	274	Team 11	Team 3
46	275	Team 2	Team 12
46	276	Team 13	Team 1
47	277	Team 7	Team 9
47	278	Team 10	Team 6
47	279	Team 5	Team 11
47	280	Team 12	Team 4
47	281	Team 3	Team 13
47	282	Team 1	Team 2
48	283	Team 8	Team 10
48	284	Team 11	Team 7
48	285	Team 6	Team 12
48	286	Team 13	Team 5
48	287	Team 4	Team 1
48	288	Team 2	Team 3
49	289	Team 9	Team 11
49	290	Team 12	Team 8
49	291	Team 7	Team 13
49	292	Team 1	Team 6
49	293	Team 5	Team 2
49	294	Team 3	Team 4
50	295	Team 10	Team 12
50	296	Team 13	Team 9
50	297	Team 8	Team 1
50	298	Team 2	Team 7
50	299	Team 6	Team 3
50	300	Team 4	Team 5
51	301	Team 11	Team 13
51	302	Team 1	Team 10
51	303	Team 9	Team 2
51	304	Team 3	Team 8
51	305	Team 7	Team 4
51	306	Team 5	Team 6
52	307	Team 12	Team 1
52	308	Team 2	Team 11
52	309	Team 10	Team 3
52	310	Team 4	Team 9
52	311	Team 8	Team 5
52	312	Team 6	Team 7
53	313	Team 2	Team 13
53	314	Team 12	Team 3
53	315	Team 4	Team 11
53	316	Team 10	Team 5
53	317	Team 6	Team 9
53	318	Team 8	Team 7
54	319	Team 3	Team 1
54	320	Team 13	Team 4
54	321	Team 5	Team 12
54	322	Team 11	Team 6
54	323	Team 7	Team 10
54	324	Team 9	Team 8
55	325	Team 4	Team 2
55	326	Team 1	Team 5
55	327	Team 6	Team 13
55	328	Team 12	Team 7
55	329	Team 8	Team 11
55	330	Team 10	Team 9
56	331	Team 5	Team 3
56	332	Team 2	Team 6
56	333	Team 7	Team 1
56	334	Team 13	Team 8
56	335	Team 9	Team 12
56	336	Team 11	Team 10
57	337	Team 6	Team 4
57	338	Team 3	Team 7
57	339	Team 8	Team 2
57	340	Team 1	Team 9
57	341	Team 10	Team 13
57	342	Team 12	Team 11
58	343	Team 7	Team 5
58	344	Team 4	Team 8
58	345	Team 9	Team 3
58	346	Team 2	Team 10
58	347	Team 11	Team 1
58	348	Team 13	Team 12
59	349	Team 5	Team 6
59	350	Team 3	Team 4
59	351	Team 1	Team 2
