Round	Game #	Home Team	Visitor Team
8	94	Team 11	Team 5
8	95	Team 4	Team 12
8	96	Team 13	Team 3
8	97	Team 2	Team 14
8	98	Team 15	Team 1
8	99	Team 27	Team 16
8	100	Team 17	Team 26
8	101	Team 25	Team 18
8	102	Team 19	Team 24
8	103	Team 23	Team 20
8	104	Team 21	Team 22
9	105	Team 10	Team 8
9	106	Team 7	Team 11
9	107	Team 12	Team 6
9	108	Team 5	Team 13
9	109	Team 14	Team 4
9	110	Team 3	Team 15
9	111	Team 16	Team 2
9	112	Team 1	Team 17
9	113	Team 18	Team 27
9	114	Team 26	Team 19
9	115	Team 20	Team 25
9	116	Team 24	Team 21
9	117	Team 22	Team 23
10	118	Team 11	Team 9
10	119	Team 8	Team 12
10	120	Team 13	Team 7
10	121	Team 6	Team 14
10	122	Team 15	Team 5
10	123	Team 4	Team 16
10	124	Team 17	Team 3
10	125	Team 2	Team 18
10	126	Team 19	Team 1
10	127	Team 27	Team 20
10	128	Team 21	Team 26
10	129	Team 25	Team 22
10	130	Team 23	Team 24
11	131	Team 12	Team 10
11	132	Team 9	Team 13
11	133	Team 14	Team 8
11	134	Team 7	Team 15
11	135	Team 16	Team 6
11	136	Team 5	Team 17
11	137	Team 18	Team 4
11	138	Team 3	Team 19
11	139	Team 20	Team 2
11	140	Team 1	Team 21
11	141	Team 22	Team 27
11	142	Team 26	Team 23
11	143	Team 24	Team 25
12	144	Team 13	Team 11
12	145	Team 10	Team 14
12	146	Team 15	Team 9
12	147	Team 8	Team 16
12	148	Team 17	Team 7
12	149	Team 6	Team 18
12	150	Team 19	Team 5
12	151	Team 4	Team 20
12	152	Team 21	Team 3
12	153	Team 2	Team 22
12	154	Team 23	Team 1
12	155	Team 27	Team 24
12	156	Team 25	Team 26
13	157	Team 14	Team 12
13	158	Team 11	Team 15
13	159	Team 16	Team 10
13	160	Team 9	Team 17
13	161	Team 18	Team 8
13	162	Team 7	Team 19
13	163	Team 20	Team 6
13	164	Team 5	Team 21
13	165	Team 22	Team 4
13	166	Team 3	Team 23
13	167	Team 24	Team 2
13	168	Team 1	Team 25
13	169	Team 26	Team 27
14	170	Team 15	Team 13
14	171	Team 12	Team 16
14	172	Team 17	Team 11
14	173	Team 10	Team 18
14	174	Team 19	Team 9
14	175	Team 8	Team 20
14	176	Team 21	Team 7
14	177	Team 6	Team 22
14	178	Team 23	Team 5
14	179	Team 4	Team 24
14	180	Team 25	Team 3
14	181	Team 2	Team 26
14	182	Team 27	Team 1
15	183	Team 16	Team 14
15	184	Team 13	Team 17
15	185	Team 18	Team 12
15	186	Team 11	Team 19
15	187	Team 20	Team 10
15	188	Team 9	Team 21
15	189	Team 22	Team 8
15	190	Team 7	Team 23
15	191	Team 24	Team 6
15	192	Team 5	Team 25
15	193	Team 26	Team 4
15	194	Team 3	Team 27
15	195	Team 1	Team 2
16	196	Team 17	Team 15
16	197	Team 14	Team 18
16	198	Team 19	Team 13
16	199	Team 12	Team 20
16	200	Team 21	Team 11
16	201	Team 10	Team 22
16	202	Team 23	Team 9
16	203	Team 8	Team 24
16	204	Team 25	Team 7
16	205	Team 6	Team 26
16	206	Team 27	Team 5
16	207	Team 4	Team 1
16	208	Team 2	Team 3
17	209	Team 18	Team 16
17	210	Team 15	Team 19
17	211	Team 20	Team 14
17	212	Team 13	Team 21
17	213	Team 22	Team 12
17	214	Team 11	Team 23
17	215	Team 24	Team 10
17	216	Team 9	Team 25
17	217	Team 26	Team 8
17	218	Team 7	Team 27
17	219	Team 1	Team 6
17	220	Team 5	Team 2
17	221	Team 3	Team 4
18	222	Team 19	Team 17
18	223	Team 16	Team 20
18	224	Team 21	Team 15
18	225	Team 14	Team 22
18	226	Team 23	Team 13
18	227	Team 12	Team 24
18	228	Team 25	Team 11
18	229	Team 10	Team 26
18	230	Team 27	Team 9
18	231	Team 8	Team 1
18	232	Team 2	Team 7
18	233	Team 6	Team 3
18	234	Team 4	Team 5
19	235	Team 20	Team 18
19	236	Team 17	Team 21
19	237	Team 22	Team 16
19	238	Team 15	Team 23
19	239	Team 24	Team 14
19	240	Team 13	Team 25
19	241	Team 26	Team 12
19	242	Team 11	Team 27
19	243	Team 1	Team 10
19	244	Team 9	Team 2
19	245	Team 3	Team 8
19	246	Team 7	Team 4
19	247	Team 5	Team 6
20	248	Team 21	Team 19
20	249	Team 18	Team 22
20	250	Team 23	Team 17
20	251	Team 16	Team 24
20	252	Team 25	Team 15
20	253	Team 14	Team 26
20	254	Team 27	Team 13
20	255	Team 12	Team 1
20	256	Team 2	Team 11
20	257	Team 10	Team 3
20	258	Team 4	Team 9
20	259	Team 8	Team 5
20	260	Team 6	Team 7
21	261	Team 22	Team 20
21	262	Team 19	Team 23
21	263	Team 24	Team 18
21	264	Team 17	Team 25
21	265	Team 26	Team 16
21	266	Team 15	Team 27
21	267	Team 1	Team 14
21	268	Team 13	Team 2
21	269	Team 3	Team 12
21	270	Team 11	Team 4
21	271	Team 5	Team 10
21	272	Team 9	Team 6
21	273	Team 7	Team 8
22	274	Team 23	Team 21
22	275	Team 20	Team 24
22	276	Team 25	Team 19
22	277	Team 18	Team 26
22	278	Team 27	Team 17
22	279	Team 16	Team 1
22	280	Team 2	Team 15
22	281	Team 14	Team 3
22	282	Team 4	Team 13
22	283	Team 12	Team 5
22	284	Team 6	Team 11
22	285	Team 10	Team 7
22	286	Team 8	Team 9
23	287	Team 24	Team 22
23	288	Team 21	Team 25
23	289	Team 26	Team 20
23	290	Team 19	Team 27
23	291	Team 1	Team 18
23	292	Team 17	Team 2
23	293	Team 3	Team 16
23	294	Team 15	Team 4
23	295	Team 5	Team 14
23	296	Team 13	Team 6
23	297	Team 7	Team 12
23	298	Team 11	Team 8
23	299	Team 9	Team 10
24	300	Team 25	Team 23
24	301	Team 22	Team 26
24	302	Team 27	Team 21
24	303	Team 20	Team 1
24	304	Team 2	Team 19
24	305	Team 18	Team 3
24	306	Team 4	Team 17
24	307	Team 16	Team 5
24	308	Team 6	Team 15
24	309	Team 14	Team 7
24	310	Team 8	Team 13
24	311	Team 12	Team 9
24	312	Team 10	Team 11
25	313	Team 26	Team 24
25	314	Team 23	Team 27
25	315	Team 1	Team 22
25	316	Team 21	Team 2
25	317	Team 3	Team 20
25	318	Team 19	Team 4
25	319	Team 5	Team 18
25	320	Team 17	Team 6
25	321	Team 7	Team 16
25	322	Team 15	Team 8
25	323	Team 9	Team 14
25	324	Team 13	Team 10
25	325	Team 11	Team 12
26	326	Team 27	Team 25
26	327	Team 24	Team 1
26	328	Team 2	Team 23
26	329	Team 22	Team 3
26	330	Team 4	Team 21
26	331	Team 20	Team 5
26	332	Team 6	Team 19
26	333	Team 18	Team 7
26	334	Team 8	Team 17
26	335	Team 16	Team 9
26	336	Team 10	Team 15
26	337	Team 14	Team 11
26	338	Team 12	Team 13
27	339	Team 1	Team 26
27	340	Team 25	Team 2
27	341	Team 3	Team 24
27	342	Team 23	Team 4
27	343	Team 5	Team 22
27	344	Team 21	Team 6
27	345	Team 7	Team 20
27	346	Team 19	Team 8
27	347	Team 9	Team 18
27	348	Team 17	Team 10
27	349	Team 11	Team 16
27	350	Team 15	Team 12
27	351	Team 13	Team 14
28	352	Team 27	Team 2
28	353	Team 3	Team 26
28	354	Team 25	Team 4
28	355	Team 5	Team 24
28	356	Team 23	Team 6
28	357	Team 7	Team 22
28	358	Team 21	Team 8
28	359	Team 9	Team 20
28	360	Team 19	Team 10
28	361	Team 11	Team 18
28	362	Team 17	Team 12
28	363	Team 13	Team 16
28	364	Team 15	Team 14
29	365	Team 1	Team 3
29	366	Team 4	Team 27
29	367	Team 26	Team 5
29	368	Team 6	Team 25
29	369	Team 24	Team 7
29	370	Team 8	Team 23
29	371	Team 22	Team 9
29	372	Team 10	Team 21
29	373	Team 20	Team 11
29	374	Team 12	Team 19
29	375	Team 18	Team 13
29	376	Team 14	Team 17
29	377	Team 16	Team 15
30	378	Team 2	Team 4
30	379	Team 5	Team 1
30	380	Team 27	Team 6
30	381	Team 7	Team 26
30	382	Team 25	Team 8
30	383	Team 9	Team 24
30	384	Team 23	Team 10
30	385	Team 11	Team 22
30	386	Team 21	Team 12
30	387	Team 13	Team 20
30	388	Team 19	Team 14
30	389	Team 15	Team 18
30	390	Team 17	Team 16
31	391	Team 3	Team 5
31	392	Team 6	Team 2
31	393	Team 1	Team 7
31	394	Team 8	Team 27
31	395	Team 26	Team 9
31	396	Team 10	Team 25
31	397	Team 24	Team 11
31	398	Team 12	Team 23
31	399	Team 22	Team 13
31	400	Team 14	Team 21
31	401	Team 20	Team 15
31	402	Team 16	Team 19
31	403	Team 18	Team 17
32	404	Team 4	Team 6
32	405	Team 7	Team 3
32	406	Team 2	Team 8
32	407	Team 9	Team 1
32	408	Team 27	Team 10
32	409	Team 11	Team 26
32	410	Team 25	Team 12
32	411	Team 13	Team 24
32	412	Team 23	Team 14
32	413	Team 15	Team 22
32	414	Team 21	Team 16
32	415	Team 17	Team 20
32	416	Team 19	Team 18
33	417	Team 5	Team 7
33	418	Team 8	Team 4
33	419	Team 3	Team 9
33	420	Team 10	Team 2
33	421	Team 1	Team 11
33	422	Team 12	Team 27
33	423	Team 26	Team 13
33	424	Team 14	Team 25
33	425	Team 24	Team 15
33	426	Team 16	Team 23
33	427	Team 22	Team 17
33	428	Team 18	Team 21
33	429	Team 20	Team 19
34	430	Team 6	Team 8
34	431	Team 9	Team 5
34	432	Team 4	Team 10
34	433	Team 11	Team 3
34	434	Team 2	Team 12
34	435	Team 13	Team 1
34	436	Team 27	Team 14
34	437	Team 15	Team 26
34	438	Team 25	Team 16
34	439	Team 17	Team 24
34	440	Team 23	Team 18
34	441	Team 19	Team 22
34	442	Team 21	Team 20
35	443	Team 7	Team 9
35	444	Team 10	Team 6
35	445	Team 5	Team 11
35	446	Team 12	Team 4
35	447	Team 3	Team 13
35	448	Team 14	Team 2
35	449	Team 1	Team 15
35	450	Team 16	Team 27
35	451	Team 26	Team 17
35	452	Team 18	Team 25
35	453	Team 24	Team 19
35	454	Team 20	Team 23
35	455	Team 22	Team 21
36	456	Team 8	Team 10
36	457	Team 11	Team 7
36	458	Team 6	Team 12
36	459	Team 13	Team 5
36	460	Team 4	Team 14
36	461	Team 15	Team 3
36	462	Team 2	Team 16
36	463	Team 17	Team 1
36	464	Team 27	Team 18
36	465	Team 19	Team 26
36	466	Team 25	Team 20
36	467	Team 21	Team 24
36	468	Team 23	Team 22
37	469	Team 9	Team 11
37	470	Team 12	Team 8
37	471	Team 7	Team 13
37	472	Team 14	Team 6
37	473	Team 5	Team 15
37	474	Team 16	Team 4
37	475	Team 3	Team 17
37	476	Team 18	Team 2
37	477	Team 1	Team 19
37	478	Team 20	Team 27
37	479	Team 26	Team 21
37	480	Team 22	Team 25
37	481	Team 24	Team 23
38	482	Team 10	Team 12
38	483	Team 13	Team 9
38	484	Team 8	Team 14
38	485	Team 15	Team 7
38	486	Team 6	Team 16
38	487	Team 17	Team 5
38	488	Team 4	Team 18
38	489	Team 19	Team 3
38	490	Team 2	Team 20
38	491	Team 21	Team 1
38	492	Team 27	Team 22
38	493	Team 23	Team 26
38	494	Team 25	Team 24
39	495	Team 11	Team 13
39	496	Team 14	Team 10
39	497	Team 9	Team 15
39	498	Team 16	Team 8
39	499	Team 7	Team 17
39	500	Team 18	Team 6
39	501	Team 5	Team 19
39	502	Team 20	Team 4
39	503	Team 3	Team 21
39	504	Team 22	Team 2
39	505	Team 1	Team 23
39	506	Team 24	Team 27
39	507	Team 26	Team 25
40	508	Team 12	Team 14
40	509	Team 15	Team 11
40	510	Team 10	Team 16
40	511	Team 17	Team 9
40	512	Team 8	Team 18
40	513	Team 19	Team 7
40	514	Team 6	Team 20
40	515	Team 21	Team 5
40	516	Team 4	Team 22
40	517	Team 23	Team 3
40	518	Team 2	Team 24
40	519	Team 25	Team 1
40	520	Team 27	Team 26
41	521	Team 13	Team 15
41	522	Team 16	Team 12
41	523	Team 11	Team 17
41	524	Team 18	Team 10
41	525	Team 9	Team 19
41	526	Team 20	Team 8
41	527	Team 7	Team 21
41	528	Team 22	Team 6
41	529	Team 5	Team 23
41	530	Team 24	Team 4
41	531	Team 3	Team 25
41	532	Team 26	Team 2
41	533	Team 1	Team 27
42	534	Team 14	Team 16
42	535	Team 17	Team 13
42	536	Team 12	Team 18
42	537	Team 19	Team 11
42	538	Team 10	Team 20
42	539	Team 21	Team 9
42	540	Team 8	Team 22
42	541	Team 23	Team 7
42	542	Team 6	Team 24
42	543	Team 25	Team 5
42	544	Team 4	Team 26
42	545	Team 27	Team 3
42	546	Team 2	Team 1
43	547	Team 15	Team 17
43	548	Team 18	Team 14
43	549	Team 13	Team 19
43	550	Team 20	Team 12
43	551	Team 11	Team 21
43	552	Team 22	Team 10
43	553	Team 9	Team 23
43	554	Team 24	Team 8
43	555	Team 7	Team 25
43	556	Team 26	Team 6
43	557	Team 5	Team 27
43	558	Team 1	Team 4
43	559	Team 3	Team 2
44	560	Team 16	Team 18
44	561	Team 19	Team 15
44	562	Team 14	Team 20
44	563	Team 21	Team 13
44	564	Team 12	Team 22
44	565	Team 23	Team 11
44	566	Team 10	Team 24
44	567	Team 25	Team 9
44	568	Team 8	Team 26
44	569	Team 27	Team 7
44	570	Team 6	Team 1
44	571	Team 2	Team 5
44	572	Team 4	Team 3
45	573	Team 17	Team 19
45	574	Team 20	Team 16
45	575	Team 15	Team 21
45	576	Team 22	Team 14
45	577	Team 13	Team 23
45	578	Team 24	Team 12
45	579	Team 11	Team 25
45	580	Team 26	Team 10
45	581	Team 9	Team 27
45	582	Team 1	Team 8
45	583	Team 7	Team 2
45	584	Team 3	Team 6
45	585	Team 5	Team 4
46	586	Team 18	Team 20
46	587	Team 21	Team 17
46	588	Team 16	Team 22
46	589	Team 23	Team 15
46	590	Team 14	Team 24
46	591	Team 25	Team 13
46	592	Team 12	Team 26
46	593	Team 27	Team 11
46	594	Team 10	Team 1
46	595	Team 2	Team 9
46	596	Team 8	Team 3
46	597	Team 4	Team 7
46	598	Team 6	Team 5
47	599	Team 19	Team 21
47	600	Team 22	Team 18
47	601	Team 17	Team 23
47	602	Team 24	Team 16
47	603	Team 15	Team 25
47	604	Team 26	Team 14
47	605	Team 13	Team 27
47	606	Team 1	Team 12
47	607	Team 11	Team 2
47	608	Team 3	Team 10
47	609	Team 9	Team 4
47	610	Team 5	Team 8
47	611	Team 7	Team 6
48	612	Team 20	Team 22
48	613	Team 23	Team 19
48	614	Team 18	Team 24
48	615	Team 25	Team 17
48	616	Team 16	Team 26
48	617	Team 27	Team 15
48	618	Team 14	Team 1
48	619	Team 2	Team 13
48	620	Team 12	Team 3
48	621	Team 4	Team 11
48	622	Team 10	Team 5
48	623	Team 6	Team 9
48	624	Team 8	Team 7
49	625	Team 21	Team 23
49	626	Team 24	Team 20
49	627	Team 19	Team 25
49	628	Team 26	Team 18
49	629	Team 17	Team 27
49	630	Team 1	Team 16
49	631	Team 15	Team 2
49	632	Team 3	Team 14
49	633	Team 13	Team 4
49	634	Team 5	Team 12
49	635	Team 11	Team 6
49	636	Team 7	Team 10
49	637	Team 9	Team 8
50	638	Team 22	Team 24
50	639	Team 25	Team 21
50	640	Team 20	Team 26
50	641	Team 27	Team 19
50	642	Team 18	Team 1
50	643	Team 2	Team 17
50	644	Team 16	Team 3
50	645	Team 4	Team 15
50	646	Team 14	Team 5
50	647	Team 6	Team 13
50	648	Team 12	Team 7
50	649	Team 8	Team 11
50	650	Team 10	Team 9
51	651	Team 23	Team 25
51	652	Team 26	Team 22
51	653	Team 21	Team 27
51	654	Team 1	Team 20
51	655	Team 19	Team 2
51	656	Team 3	Team 18
51	657	Team 17	Team 4
51	658	Team 5	Team 16
51	659	Team 15	Team 6
51	660	Team 7	Team 14
51	661	Team 13	Team 8
51	662	Team 9	Team 12
51	663	Team 11	Team 10
52	664	Team 24	Team 26
52	665	Team 27	Team 23
52	666	Team 22	Team 1
52	667	Team 2	Team 21
52	668	Team 20	Team 3
52	669	Team 4	Team 19
52	670	Team 18	Team 5
52	671	Team 6	Team 17
52	672	Team 16	Team 7
52	673	Team 8	Team 15
52	674	Team 14	Team 9
52	675	Team 10	Team 13
52	676	Team 12	Team 11
53	677	Team 25	Team 27
53	678	Team 1	Team 24
53	679	Team 23	Team 2
53	680	Team 3	Team 22
53	681	Team 21	Team 4
53	682	Team 5	Team 20
53	683	Team 19	Team 6
53	684	Team 7	Team 18
53	685	Team 17	Team 8
53	686	Team 9	Team 16
53	687	Team 15	Team 10
53	688	Team 11	Team 14
53	689	Team 13	Team 12
54	690	Team 26	Team 1
54	691	Team 2	Team 25
54	692	Team 24	Team 3
54	693	Team 4	Team 23
54	694	Team 22	Team 5
54	695	Team 6	Team 21
54	696	Team 20	Team 7
54	697	Team 8	Team 19
54	698	Team 18	Team 9
54	699	Team 10	Team 17
54	700	Team 16	Team 11
54	701	Team 12	Team 15
54	702	Team 14	Team 13
55	703	Team 2	Team 27
55	704	Team 26	Team 3
55	705	Team 4	Team 25
55	706	Team 24	Team 5
55	707	Team 6	Team 23
55	708	Team 22	Team 7
55	709	Team 8	Team 21
55	710	Team 20	Team 9
55	711	Team 10	Team 19
55	712	Team 18	Team 11
55	713	Team 12	Team 17
55	714	Team 16	Team 13
55	715	Team 14	Team 15
56	716	Team 3	Team 1
56	717	Team 27	Team 4
56	718	Team 5	Team 26
56	719	Team 25	Team 6
56	720	Team 7	Team 24
56	721	Team 23	Team 8
56	722	Team 9	Team 22
56	723	Team 21	Team 10
56	724	Team 11	Team 20
56	725	Team 19	Team 12
56	726	Team 13	Team 18
56	727	Team 17	Team 14
56	728	Team 15	Team 16
57	729	Team 1	Team 2
