Round	Game #	Home Team	Visitor Team
31	340	Team 18	Team 21
31	341	Team 20	Team 19
32	342	Team 8	Team 10
32	343	Team 11	Team 7
32	344	Team 6	Team 12
32	345	Team 13	Team 5
32	346	Team 4	Team 14
32	347	Team 15	Team 3
32	348	Team 2	Team 16
32	349	Team 17	Team 1
32	350	Team 23	Team 18
32	351	Team 19	Team 22
32	352	Team 21	Team 20
33	353	Team 9	Team 11
33	354	Team 12	Team 8
33	355	Team 7	Team 13
33	356	Team 14	Team 6
33	357	Team 5	Team 15
33	358	Team 16	Team 4
33	359	Team 3	Team 17
33	360	Team 18	Team 2
33	361	Team 1	Team 19
33	362	Team 20	Team 23
33	363	Team 22	Team 21
34	364	Team 10	Team 12
34	365	Team 13	Team 9
34	366	Team 8	Team 14
34	367	Team 15	Team 7
34	368	Team 6	Team 16
34	369	Team 17	Team 5
34	370	Team 4	Team 18
34	371	Team 19	Team 3
34	372	Team 2	Team 20
34	373	Team 21	Team 1
34	374	Team 23	Team 22
35	375	Team 11	Team 13
35	376	Team 14	Team 10
35	377	Team 9	Team 15
35	378	Team 16	Team 8
35	379	Team 7	Team 17
35	380	Team 18	Team 6
35	381	Team 5	Team 19
35	382	Team 20	Team 4
35	383	Team 3	Team 21
35	384	Team 22	Team 2
35	385	Team 1	Team 23
36	386	Team 12	Team 14
36	387	Team 15	Team 11
36	388	Team 10	Team 16
36	389	Team 17	Team 9
36	390	Team 8	Team 18
36	391	Team 19	Team 7
36	392	Team 6	Team 20
36	393	Team 21	Team 5
36	394	Team 4	Team 22
36	395	Team 23	Team 3
36	396	Team 2	Team 1
37	397	Team 13	Team 15
37	398	Team 16	Team 12
37	399	Team 11	Team 17
37	400	Team 18	Team 10
37	401	Team 9	Team 19
37	402	Team 20	Team 8
37	403	Team 7	Team 21
37	404	Team 22	Team 6
37	405	Team 5	Team 23
37	406	Team 1	Team 4
37	407	Team 3	Team 2
38	408	Team 14	Team 16
38	409	Team 17	Team 13
38	410	Team 12	Team 18
38	411	Team 19	Team 11
38	412	Team 10	Team 20
38	413	Team 21	Team 9
38	414	Team 8	Team 22
38	415	Team 23	Team 7
38	416	Team 6	Team 1
38	417	Team 2	Team 5
38	418	Team 4	Team 3
39	419	Team 15	Team 17
39	420	Team 18	Team 14
39	421	Team 13	Team 19
39	422	Team 20	Team 12
39	423	Team 11	Team 21
39	424	Team 22	Team 10
39	425	Team 9	Team 23
39	426	Team 1	Team 8
39	427	Team 7	Team 2
39	428	Team 3	Team 6
39	429	Team 5	Team 4
40	430	Team 16	Team 18
40	431	Team 19	Team 15
40	432	Team 14	Team 20
40	433	Team 21	Team 13
40	434	Team 12	Team 22
40	435	Team 23	Team 11
40	436	Team 10	Team 1
40	437	Team 2	Team 9
40	438	Team 8	Team 3
40	439	Team 4	Team 7
40	440	Team 6	Team 5
41	441	Team 17	Team 19
41	442	Team 20	Team 16
41	443	Team 15	Team 21
41	444	Team 22	Team 14
41	445	Team 13	Team 23
41	446	Team 1	Team 12
41	447	Team 11	Team 2
41	448	Team 3	Team 10
41	449	Team 9	Team 4
41	450	Team 5	Team 8
41	451	Team 7	Team 6
42	452	Team 18	Team 20
42	453	Team 21	Team 17
42	454	Team 16	Team 22
42	455	Team 23	Team 15
42	456	Team 14	Team 1
42	457	Team 2	Team 13
42	458	Team 12	Team 3
42	459	Team 4	Team 11
42	460	Team 10	Team 5
42	461	Team 6	Team 9
42	462	Team 8	Team 7
43	463	Team 19	Team 21
43	464	Team 22	Team 18
43	465	Team 17	Team 23
43	466	Team 1	Team 16
43	467	Team 15	Team 2
43	468	Team 3	Team 14
43	469	Team 13	Team 4
43	470	Team 5	Team 12
43	471	Team 11	Team 6
43	472	Team 7	Team 10
43	473	Team 9	Team 8
44	474	Team 20	Team 22
44	475	Team 23	Team 19
44	476	Team 18	Team 1
44	477	Team 2	Team 17
44	478	Team 16	Team 3
44	479	Team 4	Team 15
44	480	Team 14	Team 5
44	481	Team 6	Team 13
44	482	Team 12	Team 7
44	483	Team 8	Team 11
44	484	Team 10	Team 9
45	485	Team 21	Team 23
45	486	Team 1	Team 20
45	487	Team 19	Team 2
45	488	Team 3	Team 18
45	489	Team 17	Team 4
45	490	Team 5	Team 16
45	491	Team 15	Team 6
45	492	Team 7	Team 14
45	493	Team 13	Team 8
45	494	Team 9	Team 12
45	495	Team 11	Team 10
46	496	Team 22	Team 1
46	497	Team 2	Team 21
46	498	Team 20	Team 3
46	499	Team 4	Team 19
46	500	Team 18	Team 5
46	501	Team 6	Team 17
46	502	Team 16	Team 7
46	503	Team 8	Team 15
46	504	Team 14	Team 9
46	505	Team 10	Team 13
46	506	Team 12	Team 11
47	507	Team 2	Team 23
47	508	Team 22	Team 3
47	509	Team 4	Team 21
47	510	Team 20	Team 5
47	511	Team 6	Team 19
47	512	Team 18	Team 7
47	513	Team 8	Team 17
47	514	Team 16	Team 9
47	515	Team 10	Team 15
47	516	Team 14	Team 11
47	517	Team 12	Team 13
48	518	Team 3	Team 1
48	519	Team 23	Team 4
48	520	Team 5	Team 22
48	521	Team 21	Team 6
48	522	Team 7	Team 20
48	523	Team 19	Team 8
48	524	Team 9	Team 18
48	525	Team 17	Team 10
48	526	Team 11	Team 16
48	527	Team 15	Team 12
48	528	Team 13	Team 14
49	529	Team 4	Team 2
49	530	Team 1	Team 5
49	531	Team 6	Team 23
49	532	Team 22	Team 7
49	533	Team 8	Team 21
49	534	Team 20	Team 9
49	535	Team 10	Team 19
49	536	Team 18	Team 11
49	537	Team 12	Team 17
49	538	Team 16	Team 13
49	539	Team 14	Team 15
50	540	Team 5	Team 3
50	541	Team 2	Team 6
50	542	Team 7	Team 1
50	543	Team 23	Team 8
50	544	Team 9	Team 22
50	545	Team 21	Team 10
50	546	Team 11	Team 20
50	547	Team 19	Team 12
50	548	Team 13	Team 18
50	549	Team 17	Team 14
50	550	Team 15	Team 16
51	551	Team 6	Team 4
51	552	Team 3	Team 7
51	553	Team 8	Team 2
51	554	Team 1	Team 9
51	555	Team 10	Team 23
51	556	Team 22	Team 11
51	557	Team 12	Team 21
51	558	Team 20	Team 13
51	559	Team 14	Team 19
51	560	Team 18	Team 15
51	561	Team 16	Team 17
52	562	Team 7	Team 5
52	563	Team 4	Team 8
52	564	Team 9	Team 3
52	565	Team 2	Team 10
52	566	Team 11	Team 1
52	567	Team 23	Team 12
52	568	Team 13	Team 22
52	569	Team 21	Team 14
52	570	Team 15	Team 20
52	571	Team 19	Team 16
52	572	Team 17	Team 18
53	573	Team 8	Team 6
53	574	Team 5	Team 9
53	575	Team 10	Team 4
53	576	Team 3	Team 11
53	577	Team 12	Team 2
53	578	Team 1	Team 13
53	579	Team 14	Team 23
53	580	Team 22	Team 15
53	581	Team 16	Team 21
53	582	Team 20	Team 17
53	583	Team 18	Team 19
54	584	Team 9	Team 7
54	585	Team 6	Team 10
54	586	Team 11	Team 5
54	587	Team 4	Team 12
54	588	Team 13	Team 3
54	589	Team 2	Team 14
54	590	Team 15	Team 1
54	591	Team 23	Team 16
54	592	Team 17	Team 22
54	593	Team 21	Team 18
54	594	Team 19	Team 20
55	595	Team 10	Team 8
55	596	Team 7	Team 11
55	597	Team 12	Team 6
55	598	Team 5	Team 13
55	599	Team 14	Team 4
55	600	Team 3	Team 15
55	601	Team 16	Team 2
55	602	Team 1	Team 17
55	603	Team 18	Team 23
55	604	Team 22	Team 19
55	605	Team 20	Team 21
56	606	Team 11	Team 9
56	607	Team 8	Team 12
56	608	Team 13	Team 7
56	609	Team 6	Team 14
56	610	Team 15	Team 5
56	611	Team 4	Team 16
56	612	Team 17	Team 3
56	613	Team 2	Team 18
56	614	Team 19	Team 1
56	615	Team 23	Team 20
56	616	Team 21	Team 22
57	617	Team 9	Team 10
57	618	Team 7	Team 8
57	619	Team 5	Team 6
57	620	Team 3	Team 4
57	621	Team 1	Team 2
