Round	Game #	Home Team	Visitor Team
29	255	Team 7	Team 13
29	256	Team 14	Team 6
29	257	Team 5	Team 15
29	258	Team 16	Team 4
29	259	Team 3	Team 17
29	260	Team 18	Team 2
29	261	Team 1	Team 19
30	262	Team 10	Team 12
30	263	Team 13	Team 9
30	264	Team 8	Team 14
30	265	Team 15	Team 7
30	266	Team 6	Team 16
30	267	Team 17	Team 5
30	268	Team 4	Team 18
30	269	Team 19	Team 3
30	270	Team 2	Team 1
31	271	Team 11	Team 13
31	272	Team 14	Team 10
31	273	Team 9	Team 15
31	274	Team 16	Team 8
31	275	Team 7	Team 17
31	276	Team 18	Team 6
31	277	Team 5	Team 19
31	278	Team 1	Team 4
31	279	Team 3	Team 2
32	280	Team 12	Team 14
32	281	Team 15	Team 11
32	282	Team 10	Team 16
32	283	Team 17	Team 9
32	284	Team 8	Team 18
32	285	Team 19	Team 7
32	286	Team 6	Team 1
32	287	Team 2	Team 5
32	288	Team 4	Team 3
33	289	Team 13	Team 15
33	290	Team 16	Team 12
33	291	Team 11	Team 17
33	292	Team 18	Team 10
33	293	Team 9	Team 19
33	294	Team 1	Team 8
33	295	Team 7	Team 2
33	296	Team 3	Team 6
33	297	Team 5	Team 4
34	298	Team 14	Team 16
34	299	Team 17	Team 13
34	300	Team 12	Team 18
34	301	Team 19	Team 11
34	302	Team 10	Team 1
34	303	Team 2	Team 9
34	304	Team 8	Team 3
34	305	Team 4	Team 7
34	306	Team 6	Team 5
35	307	Team 15	Team 17
35	308	Team 18	Team 14
35	309	Team 13	Team 19
35	310	Team 1	Team 12
35	311	Team 11	Team 2
35	312	Team 3	Team 10
35	313	Team 9	Team 4
35	314	Team 5	Team 8
35	315	Team 7	Team 6
36	316	Team 16	Team 18
36	317	Team 19	Team 15
36	318	Team 14	Team 1
36	319	Team 2	Team 13
36	320	Team 12	Team 3
36	321	Team 4	Team 11
36	322	Team 10	Team 5
36	323	Team 6	Team 9
36	324	Team 8	Team 7
37	325	Team 17	Team 19
37	326	Team 1	Team 16
37	327	Team 15	Team 2
37	328	Team 3	Team 14
37	329	Team 13	Team 4
37	330	Team 5	Team 12
37	331	Team 11	Team 6
37	332	Team 7	Team 10
37	333	Team 9	Team 8
38	334	Team 18	Team 1
38	335	Team 2	Team 17
38	336	Team 16	Team 3
38	337	Team 4	Team 15
38	338	Team 14	Team 5
38	339	Team 6	Team 13
38	340	Team 12	Team 7
38	341	Team 8	Team 11
38	342	Team 10	Team 9
39	343	Team 2	Team 19
39	344	Team 18	Team 3
39	345	Team 4	Team 17
39	346	Team 16	Team 5
39	347	Team 6	Team 15
39	348	Team 14	Team 7
39	349	Team 8	Team 13
39	350	Team 12	Team 9
39	351	Team 10	Team 11
40	352	Team 3	Team 1
40	353	Team 19	Team 4
40	354	Team 5	Team 18
40	355	Team 17	Team 6
40	356	Team 7	Team 16
40	357	Team 15	Team 8
40	358	Team 9	Team 14
40	359	Team 13	Team 10
40	360	Team 11	Team 12
41	361	Team 4	Team 2
41	362	Team 1	Team 5
41	363	Team 6	Team 19
41	364	Team 18	Team 7
41	365	Team 8	Team 17
41	366	Team 16	Team 9
41	367	Team 10	Team 15
41	368	Team 14	Team 11
41	369	Team 12	Team 13
42	370	Team 5	Team 3
42	371	Team 2	Team 6
42	372	Team 7	Team 1
42	373	Team 19	Team 8
42	374	Team 9	Team 18
42	375	Team 17	Team 10
42	376	Team 11	Team 16
42	377	Team 15	Team 12
42	378	Team 13	Team 14
43	379	Team 6	Team 4
43	380	Team 3	Team 7
43	381	Team 8	Team 2
43	382	Team 1	Team 9
43	383	Team 10	Team 19
43	384	Team 18	Team 11
43	385	Team 12	Team 17
43	386	Team 16	Team 13
43	387	Team 14	Team 15
44	388	Team 7	Team 5
44	389	Team 4	Team 8
44	390	Team 9	Team 3
44	391	Team 2	Team 10
44	392	Team 11	Team 1
44	393	Team 19	Team 12
44	394	Team 13	Team 18
44	395	Team 17	Team 14
44	396	Team 15	Team 16
45	397	Team 8	Team 6
45	398	Team 5	Team 9
45	399	Team 10	Team 4
45	400	Team 3	Team 11
45	401	Team 12	Team 2
45	402	Team 1	Team 13
45	403	Team 14	Team 19
45	404	Team 18	Team 15
45	405	Team 16	Team 17
46	406	Team 9	Team 7
46	407	Team 6	Team 10
46	408	Team 11	Team 5
46	409	Team 4	Team 12
46	410	Team 13	Team 3
46	411	Team 2	Team 14
46	412	Team 15	Team 1
46	413	Team 19	Team 16
46	414	Team 17	Team 18
47	415	Team 10	Team 8
47	416	Team 7	Team 11
47	417	Team 12	Team 6
47	418	Team 5	Team 13
47	419	Team 14	Team 4
47	420	Team 3	Team 15
47	421	Team 16	Team 2
47	422	Team 1	Team 17
47	423	Team 18	Team 19
48	424	Team 11	Team 9
48	425	Team 8	Team 12
48	426	Team 13	Team 7
48	427	Team 6	Team 14
48	428	Team 15	Team 5
48	429	Team 4	Team 16
48	430	Team 17	Team 3
48	431	Team 2	Team 18
48	432	Team 19	Team 1
49	433	Team 12	Team 10
49	434	Team 9	Team 13
49	435	Team 14	Team 8
49	436	Team 7	Team 15
49	437	Team 16	Team 6
49	438	Team 5	Team 17
49	439	Team 18	Team 4
49	440	Team 3	Team 19
49	441	Team 1	Team 2
50	442	Team 13	Team 11
50	443	Team 10	Team 14
50	444	Team 15	Team 9
50	445	Team 8	Team 16
50	446	Team 17	Team 7
50	447	Team 6	Team 18
50	448	Team 19	Team 5
50	449	Team 4	Team 1
50	450	Team 2	Team 3
51	451	Team 14	Team 12
51	452	Team 11	Team 15
51	453	Team 16	Team 10
51	454	Team 9	Team 17
51	455	Team 18	Team 8
51	456	Team 7	Team 19
51	457	Team 1	Team 6
51	458	Team 5	Team 2
51	459	Team 3	Team 4
52	460	Team 15	Team 13
52	461	Team 12	Team 16
52	462	Team 17	Team 11
52	463	Team 10	Team 18
52	464	Team 19	Team 9
52	465	Team 8	Team 1
52	466	Team 2	Team 7
52	467	Team 6	Team 3
52	468	Team 4	Team 5
53	469	Team 16	Team 14
53	470	Team 13	Team 17
53	471	Team 18	Team 12
53	472	Team 11	Team 19
53	473	Team 1	Team 10
53	474	Team 9	Team 2
53	475	Team 3	Team 8
53	476	Team 7	Team 4
53	477	Team 5	Team 6
54	478	Team 17	Team 15
54	479	Team 14	Team 18
54	480	Team 19	Team 13
54	481	Team 12	Team 1
54	482	Team 2	Team 11
54	483	Team 10	Team 3
54	484	Team 4	Team 9
54	485	Team 8	Team 5
54	486	Team 6	Team 7
55	487	Team 18	Team 16
55	488	Team 15	Team 19
55	489	Team 1	Team 14
55	490	Team 13	Team 2
55	491	Team 3	Team 12
55	492	Team 11	Team 4
55	493	Team 5	Team 10
55	494	Team 9	Team 6
55	495	Team 7	Team 8
56	496	Team 19	Team 17
56	497	Team 16	Team 1
56	498	Team 2	Team 15
56	499	Team 14	Team 3
56	500	Team 4	Team 13
56	501	Team 12	Team 5
56	502	Team 6	Team 11
56	503	Team 10	Team 7
56	504	Team 8	Team 9
57	505	Team 1	Team 18
57	506	Team 17	Team 2
57	507	Team 3	Team 16
57	508	Team 15	Team 4
57	509	Team 5	Team 14
57	510	Team 13	Team 6
57	511	Team 7	Team 12
57	512	Team 11	Team 8
57	513	Team 9	Team 10
