Round	Game #	Home Team	Visitor Team
15	114	Team 14	Team 1
15	115	Team 2	Team 13
15	116	Team 12	Team 3
15	117	Team 4	Team 11
15	118	Team 10	Team 5
15	119	Team 6	Team 9
15	120	Team 8	Team 7
16	121	Team 1	Team 16
16	122	Team 2	Team 15
16	123	Team 14	Team 3
16	124	Team 4	Team 13
16	125	Team 12	Team 5
16	126	Team 6	Team 11
16	127	Team 10	Team 7
16	128	Team 8	Team 9
17	129	Team 16	Team 2
17	130	Team 3	Team 1
17	131	Team 15	Team 4
17	132	Team 5	Team 14
17	133	Team 13	Team 6
17	134	Team 7	Team 12
17	135	Team 11	Team 8
17	136	Team 9	Team 10
18	137	Team 3	Team 16
18	138	Team 4	Team 2
18	139	Team 1	Team 5
18	140	Team 6	Team 15
18	141	Team 14	Team 7
18	142	Team 8	Team 13
18	143	Team 12	Team 9
18	144	Team 10	Team 11
19	145	Team 16	Team 4
19	146	Team 5	Team 3
19	147	Team 2	Team 6
19	148	Team 7	Team 1
19	149	Team 15	Team 8
19	150	Team 9	Team 14
19	151	Team 13	Team 10
19	152	Team 11	Team 12
20	153	Team 5	Team 16
20	154	Team 6	Team 4
20	155	Team 3	Team 7
20	156	Team 8	Team 2
20	157	Team 1	Team 9
20	158	Team 10	Team 15
20	159	Team 14	Team 11
20	160	Team 12	Team 13
21	161	Team 16	Team 6
21	162	Team 7	Team 5
21	163	Team 4	Team 8
21	164	Team 9	Team 3
21	165	Team 2	Team 10
21	166	Team 11	Team 1
21	167	Team 15	Team 12
21	168	Team 13	Team 14
22	169	Team 7	Team 16
22	170	Team 8	Team 6
22	171	Team 5	Team 9
22	172	Team 10	Team 4
22	173	Team 3	Team 11
22	174	Team 12	Team 2
22	175	Team 1	Team 13
22	176	Team 14	Team 15
23	177	Team 16	Team 8
23	178	Team 9	Team 7
23	179	Team 6	Team 10
23	180	Team 11	Team 5
23	181	Team 4	Team 12
23	182	Team 13	Team 3
23	183	Team 2	Team 14
23	184	Team 15	Team 1
24	185	Team 9	Team 16
24	186	Team 10	Team 8
24	187	Team 7	Team 11
24	188	Team 12	Team 6
24	189	Team 5	Team 13
24	190	Team 14	Team 4
24	191	Team 3	Team 15
24	192	Team 1	Team 2
25	193	Team 16	Team 10
25	194	Team 11	Team 9
25	195	Team 8	Team 12
25	196	Team 13	Team 7
25	197	Team 6	Team 14
25	198	Team 15	Team 5
25	199	Team 4	Team 1
25	200	Team 2	Team 3
26	201	Team 11	Team 16
26	202	Team 12	Team 10
26	203	Team 9	Team 13
26	204	Team 14	Team 8
26	205	Team 7	Team 15
26	206	Team 1	Team 6
26	207	Team 5	Team 2
26	208	Team 3	Team 4
27	209	Team 16	Team 12
27	210	Team 13	Team 11
27	211	Team 10	Team 14
27	212	Team 15	Team 9
27	213	Team 8	Team 1
27	214	Team 2	Team 7
27	215	Team 6	Team 3
27	216	Team 4	Team 5
28	217	Team 13	Team 16
28	218	Team 14	Team 12
28	219	Team 11	Team 15
28	220	Team 1	Team 10
28	221	Team 9	Team 2
28	222	Team 3	Team 8
28	223	Team 7	Team 4
28	224	Team 5	Team 6
29	225	Team 16	Team 14
29	226	Team 15	Team 13
29	227	Team 12	Team 1
29	228	Team 2	Team 11
29	229	Team 10	Team 3
29	230	Team 4	Team 9
29	231	Team 8	Team 5
29	232	Team 6	Team 7
30	233	Team 15	Team 16
30	234	Team 1	Team 14
30	235	Team 13	Team 2
30	236	Team 3	Team 12
30	237	Team 11	Team 4
30	238	Team 5	Team 10
30	239	Team 9	Team 6
30	240	Team 7	Team 8
31	241	Team 16	Team 1
31	242	Team 15	Team 2
31	243	Team 3	Team 14
31	244	Team 13	Team 4
31	245	Team 5	Team 12
31	246	Team 11	Team 6
31	247	Team 7	Team 10
31	248	Team 9	Team 8
32	249	Team 2	Team 16
32	250	Team 1	Team 3
32	251	Team 4	Team 15
32	252	Team 14	Team 5
32	253	Team 6	Team 13
32	254	Team 12	Team 7
32	255	Team 8	Team 11
32	256	Team 10	Team 9
33	257	Team 16	Team 3
33	258	Team 2	Team 4
33	259	Team 5	Team 1
33	260	Team 15	Team 6
33	261	Team 7	Team 14
33	262	Team 13	Team 8
33	263	Team 9	Team 12
33	264	Team 11	Team 10
34	265	Team 4	Team 16
34	266	Team 3	Team 5
34	267	Team 6	Team 2
34	268	Team 1	Team 7
34	269	Team 8	Team 15
34	270	Team 14	Team 9
34	271	Team 10	Team 13
34	272	Team 12	Team 11
35	273	Team 16	Team 5
35	274	Team 4	Team 6
35	275	Team 7	Team 3
35	276	Team 2	Team 8
35	277	Team 9	Team 1
35	278	Team 15	Team 10
35	279	Team 11	Team 14
35	280	Team 13	Team 12
36	281	Team 6	Team 16
36	282	Team 5	Team 7
36	283	Team 8	Team 4
36	284	Team 3	Team 9
36	285	Team 10	Team 2
36	286	Team 1	Team 11
36	287	Team 12	Team 15
36	288	Team 14	Team 13
37	289	Team 16	Team 7
37	290	Team 6	Team 8
37	291	Team 9	Team 5
37	292	Team 4	Team 10
37	293	Team 11	Team 3
37	294	Team 2	Team 12
37	295	Team 13	Team 1
37	296	Team 15	Team 14
38	297	Team 8	Team 16
38	298	Team 7	Team 9
38	299	Team 10	Team 6
38	300	Team 5	Team 11
38	301	Team 12	Team 4
38	302	Team 3	Team 13
38	303	Team 14	Team 2
38	304	Team 1	Team 15
39	305	Team 16	Team 9
39	306	Team 8	Team 10
39	307	Team 11	Team 7
39	308	Team 6	Team 12
39	309	Team 13	Team 5
39	310	Team 4	Team 14
39	311	Team 15	Team 3
39	312	Team 2	Team 1
40	313	Team 10	Team 16
40	314	Team 9	Team 11
40	315	Team 12	Team 8
40	316	Team 7	Team 13
40	317	Team 14	Team 6
40	318	Team 5	Team 15
40	319	Team 1	Team 4
40	320	Team 3	Team 2
41	321	Team 16	Team 11
41	322	Team 10	Team 12
41	323	Team 13	Team 9
41	324	Team 8	Team 14
41	325	Team 15	Team 7
41	326	Team 6	Team 1
41	327	Team 2	Team 5
41	328	Team 4	Team 3
42	329	Team 12	Team 16
42	330	Team 11	Team 13
42	331	Team 14	Team 10
42	332	Team 9	Team 15
42	333	Team 1	Team 8
42	334	Team 7	Team 2
42	335	Team 3	Team 6
42	336	Team 5	Team 4
43	337	Team 16	Team 13
43	338	Team 12	Team 14
43	339	Team 15	Team 11
43	340	Team 10	Team 1
43	341	Team 2	Team 9
43	342	Team 8	Team 3
43	343	Team 4	Team 7
43	344	Team 6	Team 5
44	345	Team 14	Team 16
44	346	Team 13	Team 15
44	347	Team 1	Team 12
44	348	Team 11	Team 2
44	349	Team 3	Team 10
44	350	Team 9	Team 4
44	351	Team 5	Team 8
44	352	Team 7	Team 6
45	353	Team 16	Team 15
45	354	Team 14	Team 1
45	355	Team 2	Team 13
45	356	Team 12	Team 3
45	357	Team 4	Team 11
45	358	Team 10	Team 5
45	359	Team 6	Team 9
45	360	Team 8	Team 7
46	361	Team 1	Team 16
46	362	Team 2	Team 15
46	363	Team 14	Team 3
46	364	Team 4	Team 13
46	365	Team 12	Team 5
46	366	Team 6	Team 11
46	367	Team 10	Team 7
46	368	Team 8	Team 9
47	369	Team 16	Team 2
47	370	Team 3	Team 1
47	371	Team 15	Team 4
47	372	Team 5	Team 14
47	373	Team 13	Team 6
47	374	Team 7	Team 12
47	375	Team 11	Team 8
47	376	Team 9	Team 10
48	377	Team 3	Team 16
48	378	Team 4	Team 2
48	379	Team 1	Team 5
48	380	Team 6	Team 15
48	381	Team 14	Team 7
48	382	Team 8	Team 13
48	383	Team 12	Team 9
48	384	Team 10	Team 11
49	385	Team 16	Team 4
49	386	Team 5	Team 3
49	387	Team 2	Team 6
49	388	Team 7	Team 1
49	389	Team 15	Team 8
49	390	Team 9	Team 14
49	391	Team 13	Team 10
49	392	Team 11	Team 12
50	393	Team 5	Team 16
50	394	Team 6	Team 4
50	395	Team 3	Team 7
50	396	Team 8	Team 2
50	397	Team 1	Team 9
50	398	Team 10	Team 15
50	399	Team 14	Team 11
50	400	Team 12	Team 13
51	401	Team 16	Team 6
51	402	Team 7	Team 5
51	403	Team 4	Team 8
51	404	Team 9	Team 3
51	405	Team 2	Team 10
51	406	Team 11	Team 1
51	407	Team 15	Team 12
51	408	Team 13	Team 14
52	409	Team 7	Team 16
52	410	Team 8	Team 6
52	411	Team 5	Team 9
52	412	Team 10	Team 4
52	413	Team 3	Team 11
52	414	Team 12	Team 2
52	415	Team 1	Team 13
52	416	Team 14	Team 15
53	417	Team 16	Team 8
53	418	Team 9	Team 7
53	419	Team 6	Team 10
53	420	Team 11	Team 5
53	421	Team 4	Team 12
53	422	Team 13	Team 3
53	423	Team 2	Team 14
53	424	Team 15	Team 1
54	425	Team 9	Team 16
54	426	Team 10	Team 8
54	427	Team 7	Team 11
54	428	Team 12	Team 6
54	429	Team 5	Team 13
54	430	Team 14	Team 4
54	431	Team 3	Team 15
54	432	Team 1	Team 2
