Round	Game #	Home Team	Visitor Team
18	240	Team 17	Team 19
18	241	Team 20	Team 16
18	242	Team 15	Team 21
18	243	Team 22	Team 14
18	244	Team 13	Team 23
18	245	Team 24	Team 12
18	246	Team 11	Team 25
18	247	Team 26	Team 10
18	248	Team 9	Team 27
18	249	Team 1	Team 8
18	250	Team 7	Team 2
18	251	Team 3	Team 6
18	252	Team 5	Team 4
19	253	Team 28	Team 19
19	254	Team 18	Team 20
19	255	Team 21	Team 17
19	256	Team 16	Team 22
19	257	Team 23	Team 15
19	258	Team 14	Team 24
19	259	Team 25	Team 13
19	260	Team 12	Team 26
19	261	Team 27	Team 11
19	262	Team 10	Team 1
19	263	Team 2	Team 9
19	264	Team 8	Team 3
19	265	Team 4	Team 7
19	266	Team 6	Team 5
20	267	Team 20	Team 28
20	268	Team 19	Team 21
20	269	Team 22	Team 18
20	270	Team 17	Team 23
20	271	Team 24	Team 16
20	272	Team 15	Team 25
20	273	Team 26	Team 14
20	274	Team 13	Team 27
20	275	Team 1	Team 12
20	276	Team 11	Team 2
20	277	Team 3	Team 10
20	278	Team 9	Team 4
20	279	Team 5	Team 8
20	280	Team 7	Team 6
21	281	Team 28	Team 21
21	282	Team 20	Team 22
21	283	Team 23	Team 19
21	284	Team 18	Team 24
21	285	Team 25	Team 17
21	286	Team 16	Team 26
21	287	Team 27	Team 15
21	288	Team 14	Team 1
21	289	Team 2	Team 13
21	290	Team 12	Team 3
21	291	Team 4	Team 11
21	292	Team 10	Team 5
21	293	Team 6	Team 9
21	294	Team 8	Team 7
22	295	Team 22	Team 28
22	296	Team 21	Team 23
22	297	Team 24	Team 20
22	298	Team 19	Team 25
22	299	Team 26	Team 18
22	300	Team 17	Team 27
22	301	Team 1	Team 16
22	302	Team 15	Team 2
22	303	Team 3	Team 14
22	304	Team 13	Team 4
22	305	Team 5	Team 12
22	306	Team 11	Team 6
22	307	Team 7	Team 10
22	308	Team 9	Team 8
23	309	Team 28	Team 23
23	310	Team 22	Team 24
23	311	Team 25	Team 21
23	312	Team 20	Team 26
23	313	Team 27	Team 19
23	314	Team 18	Team 1
23	315	Team 2	Team 17
23	316	Team 16	Team 3
23	317	Team 4	Team 15
23	318	Team 14	Team 5
23	319	Team 6	Team 13
23	320	Team 12	Team 7
23	321	Team 8	Team 11
23	322	Team 10	Team 9
24	323	Team 24	Team 28
24	324	Team 23	Team 25
24	325	Team 26	Team 22
24	326	Team 21	Team 27
24	327	Team 1	Team 20
24	328	Team 19	Team 2
24	329	Team 3	Team 18
24	330	Team 17	Team 4
24	331	Team 5	Team 16
24	332	Team 15	Team 6
24	333	Team 7	Team 14
24	334	Team 13	Team 8
24	335	Team 9	Team 12
24	336	Team 11	Team 10
25	337	Team 28	Team 25
25	338	Team 24	Team 26
25	339	Team 27	Team 23
25	340	Team 22	Team 1
25	341	Team 2	Team 21
25	342	Team 20	Team 3
25	343	Team 4	Team 19
25	344	Team 18	Team 5
25	345	Team 6	Team 17
25	346	Team 16	Team 7
25	347	Team 8	Team 15
25	348	Team 14	Team 9
25	349	Team 10	Team 13
25	350	Team 12	Team 11
26	351	Team 26	Team 28
26	352	Team 25	Team 27
26	353	Team 1	Team 24
26	354	Team 23	Team 2
26	355	Team 3	Team 22
26	356	Team 21	Team 4
26	357	Team 5	Team 20
26	358	Team 19	Team 6
26	359	Team 7	Team 18
26	360	Team 17	Team 8
26	361	Team 9	Team 16
26	362	Team 15	Team 10
26	363	Team 11	Team 14
26	364	Team 13	Team 12
27	365	Team 28	Team 27
27	366	Team 26	Team 1
27	367	Team 2	Team 25
27	368	Team 24	Team 3
27	369	Team 4	Team 23
27	370	Team 22	Team 5
27	371	Team 6	Team 21
27	372	Team 20	Team 7
27	373	Team 8	Team 19
27	374	Team 18	Team 9
27	375	Team 10	Team 17
27	376	Team 16	Team 11
27	377	Team 12	Team 15
27	378	Team 14	Team 13
28	379	Team 1	Team 28
28	380	Team 2	Team 27
28	381	Team 26	Team 3
28	382	Team 4	Team 25
28	383	Team 24	Team 5
28	384	Team 6	Team 23
28	385	Team 22	Team 7
28	386	Team 8	Team 21
28	387	Team 20	Team 9
28	388	Team 10	Team 19
28	389	Team 18	Team 11
28	390	Team 12	Team 17
28	391	Team 16	Team 13
28	392	Team 14	Team 15
29	393	Team 28	Team 2
29	394	Team 3	Team 1
29	395	Team 27	Team 4
29	396	Team 5	Team 26
29	397	Team 25	Team 6
29	398	Team 7	Team 24
29	399	Team 23	Team 8
29	400	Team 9	Team 22
29	401	Team 21	Team 10
29	402	Team 11	Team 20
29	403	Team 19	Team 12
29	404	Team 13	Team 18
29	405	Team 17	Team 14
29	406	Team 15	Team 16
30	407	Team 3	Team 28
30	408	Team 4	Team 2
30	409	Team 1	Team 5
30	410	Team 6	Team 27
30	411	Team 26	Team 7
30	412	Team 8	Team 25
30	413	Team 24	Team 9
30	414	Team 10	Team 23
30	415	Team 22	Team 11
30	416	Team 12	Team 21
30	417	Team 20	Team 13
30	418	Team 14	Team 19
30	419	Team 18	Team 15
30	420	Team 16	Team 17
31	421	Team 28	Team 4
31	422	Team 5	Team 3
31	423	Team 2	Team 6
31	424	Team 7	Team 1
31	425	Team 27	Team 8
31	426	Team 9	Team 26
31	427	Team 25	Team 10
31	428	Team 11	Team 24
31	429	Team 23	Team 12
31	430	Team 13	Team 22
31	431	Team 21	Team 14
31	432	Team 15	Team 20
31	433	Team 19	Team 16
31	434	Team 17	Team 18
32	435	Team 5	Team 28
32	436	Team 6	Team 4
32	437	Team 3	Team 7
32	438	Team 8	Team 2
32	439	Team 1	Team 9
32	440	Team 10	Team 27
32	441	Team 26	Team 11
32	442	Team 12	Team 25
32	443	Team 24	Team 13
32	444	Team 14	Team 23
32	445	Team 22	Team 15
32	446	Team 16	Team 21
32	447	Team 20	Team 17
32	448	Team 18	Team 19
33	449	Team 28	Team 6
33	450	Team 7	Team 5
33	451	Team 4	Team 8
33	452	Team 9	Team 3
33	453	Team 2	Team 10
33	454	Team 11	Team 1
33	455	Team 27	Team 12
33	456	Team 13	Team 26
33	457	Team 25	Team 14
33	458	Team 15	Team 24
33	459	Team 23	Team 16
33	460	Team 17	Team 22
33	461	Team 21	Team 18
33	462	Team 19	Team 20
34	463	Team 7	Team 28
34	464	Team 8	Team 6
34	465	Team 5	Team 9
34	466	Team 10	Team 4
34	467	Team 3	Team 11
34	468	Team 12	Team 2
34	469	Team 1	Team 13
34	470	Team 14	Team 27
34	471	Team 26	Team 15
34	472	Team 16	Team 25
34	473	Team 24	Team 17
34	474	Team 18	Team 23
34	475	Team 22	Team 19
34	476	Team 20	Team 21
35	477	Team 28	Team 8
35	478	Team 9	Team 7
35	479	Team 6	Team 10
35	480	Team 11	Team 5
35	481	Team 4	Team 12
35	482	Team 13	Team 3
35	483	Team 2	Team 14
35	484	Team 15	Team 1
35	485	Team 27	Team 16
35	486	Team 17	Team 26
35	487	Team 25	Team 18
35	488	Team 19	Team 24
35	489	Team 23	Team 20
35	490	Team 21	Team 22
36	491	Team 9	Team 28
36	492	Team 10	Team 8
36	493	Team 7	Team 11
36	494	Team 12	Team 6
36	495	Team 5	Team 13
36	496	Team 14	Team 4
36	497	Team 3	Team 15
36	498	Team 16	Team 2
36	499	Team 1	Team 17
36	500	Team 18	Team 27
36	501	Team 26	Team 19
36	502	Team 20	Team 25
36	503	Team 24	Team 21
36	504	Team 22	Team 23
37	505	Team 28	Team 10
37	506	Team 11	Team 9
37	507	Team 8	Team 12
37	508	Team 13	Team 7
37	509	Team 6	Team 14
37	510	Team 15	Team 5
37	511	Team 4	Team 16
37	512	Team 17	Team 3
37	513	Team 2	Team 18
37	514	Team 19	Team 1
37	515	Team 27	Team 20
37	516	Team 21	Team 26
37	517	Team 25	Team 22
37	518	Team 23	Team 24
38	519	Team 11	Team 28
38	520	Team 12	Team 10
38	521	Team 9	Team 13
38	522	Team 14	Team 8
38	523	Team 7	Team 15
38	524	Team 16	Team 6
38	525	Team 5	Team 17
38	526	Team 18	Team 4
38	527	Team 3	Team 19
38	528	Team 20	Team 2
38	529	Team 1	Team 21
38	530	Team 22	Team 27
38	531	Team 26	Team 23
38	532	Team 24	Team 25
39	533	Team 28	Team 12
39	534	Team 13	Team 11
39	535	Team 10	Team 14
39	536	Team 15	Team 9
39	537	Team 8	Team 16
39	538	Team 17	Team 7
39	539	Team 6	Team 18
39	540	Team 19	Team 5
39	541	Team 4	Team 20
39	542	Team 21	Team 3
39	543	Team 2	Team 22
39	544	Team 23	Team 1
39	545	Team 27	Team 24
39	546	Team 25	Team 26
40	547	Team 13	Team 28
40	548	Team 14	Team 12
40	549	Team 11	Team 15
40	550	Team 16	Team 10
40	551	Team 9	Team 17
40	552	Team 18	Team 8
40	553	Team 7	Team 19
40	554	Team 20	Team 6
40	555	Team 5	Team 21
40	556	Team 22	Team 4
40	557	Team 3	Team 23
40	558	Team 24	Team 2
40	559	Team 1	Team 25
40	560	Team 26	Team 27
41	561	Team 28	Team 14
41	562	Team 15	Team 13
41	563	Team 12	Team 16
41	564	Team 17	Team 11
41	565	Team 10	Team 18
41	566	Team 19	Team 9
41	567	Team 8	Team 20
41	568	Team 21	Team 7
41	569	Team 6	Team 22
41	570	Team 23	Team 5
41	571	Team 4	Team 24
41	572	Team 25	Team 3
41	573	Team 2	Team 26
41	574	Team 27	Team 1
42	575	Team 15	Team 28
42	576	Team 16	Team 14
42	577	Team 13	Team 17
42	578	Team 18	Team 12
42	579	Team 11	Team 19
42	580	Team 20	Team 10
42	581	Team 9	Team 21
42	582	Team 22	Team 8
42	583	Team 7	Team 23
42	584	Team 24	Team 6
42	585	Team 5	Team 25
42	586	Team 26	Team 4
42	587	Team 3	Team 27
42	588	Team 1	Team 2
43	589	Team 28	Team 16
43	590	Team 17	Team 15
43	591	Team 14	Team 18
43	592	Team 19	Team 13
43	593	Team 12	Team 20
43	594	Team 21	Team 11
43	595	Team 10	Team 22
43	596	Team 23	Team 9
43	597	Team 8	Team 24
43	598	Team 25	Team 7
43	599	Team 6	Team 26
43	600	Team 27	Team 5
43	601	Team 4	Team 1
43	602	Team 2	Team 3
44	603	Team 17	Team 28
44	604	Team 18	Team 16
44	605	Team 15	Team 19
44	606	Team 20	Team 14
44	607	Team 13	Team 21
44	608	Team 22	Team 12
44	609	Team 11	Team 23
44	610	Team 24	Team 10
44	611	Team 9	Team 25
44	612	Team 26	Team 8
44	613	Team 7	Team 27
44	614	Team 1	Team 6
44	615	Team 5	Team 2
44	616	Team 3	Team 4
45	617	Team 28	Team 18
45	618	Team 19	Team 17
45	619	Team 16	Team 20
45	620	Team 21	Team 15
45	621	Team 14	Team 22
45	622	Team 23	Team 13
45	623	Team 12	Team 24
45	624	Team 25	Team 11
45	625	Team 10	Team 26
45	626	Team 27	Team 9
45	627	Team 8	Team 1
45	628	Team 2	Team 7
45	629	Team 6	Team 3
45	630	Team 4	Team 5
46	631	Team 19	Team 28
46	632	Team 20	Team 18
46	633	Team 17	Team 21
46	634	Team 22	Team 16
46	635	Team 15	Team 23
46	636	Team 24	Team 14
46	637	Team 13	Team 25
46	638	Team 26	Team 12
46	639	Team 11	Team 27
46	640	Team 1	Team 10
46	641	Team 9	Team 2
46	642	Team 3	Team 8
46	643	Team 7	Team 4
46	644	Team 5	Team 6
47	645	Team 28	Team 20
47	646	Team 21	Team 19
47	647	Team 18	Team 22
47	648	Team 23	Team 17
47	649	Team 16	Team 24
47	650	Team 25	Team 15
47	651	Team 14	Team 26
47	652	Team 27	Team 13
47	653	Team 12	Team 1
47	654	Team 2	Team 11
47	655	Team 10	Team 3
47	656	Team 4	Team 9
47	657	Team 8	Team 5
47	658	Team 6	Team 7
48	659	Team 21	Team 28
48	660	Team 22	Team 20
48	661	Team 19	Team 23
48	662	Team 24	Team 18
48	663	Team 17	Team 25
48	664	Team 26	Team 16
48	665	Team 15	Team 27
48	666	Team 1	Team 14
48	667	Team 13	Team 2
48	668	Team 3	Team 12
48	669	Team 11	Team 4
48	670	Team 5	Team 10
48	671	Team 9	Team 6
48	672	Team 7	Team 8
49	673	Team 28	Team 22
49	674	Team 23	Team 21
49	675	Team 20	Team 24
49	676	Team 25	Team 19
49	677	Team 18	Team 26
49	678	Team 27	Team 17
49	679	Team 16	Team 1
49	680	Team 2	Team 15
49	681	Team 14	Team 3
49	682	Team 4	Team 13
49	683	Team 12	Team 5
49	684	Team 6	Team 11
49	685	Team 10	Team 7
49	686	Team 8	Team 9
50	687	Team 23	Team 28
50	688	Team 24	Team 22
50	689	Team 21	Team 25
50	690	Team 26	Team 20
50	691	Team 19	Team 27
50	692	Team 1	Team 18
50	693	Team 17	Team 2
50	694	Team 3	Team 16
50	695	Team 15	Team 4
50	696	Team 5	Team 14
50	697	Team 13	Team 6
50	698	Team 7	Team 12
50	699	Team 11	Team 8
50	700	Team 9	Team 10
51	701	Team 28	Team 24
51	702	Team 25	Team 23
51	703	Team 22	Team 26
51	704	Team 27	Team 21
51	705	Team 20	Team 1
51	706	Team 2	Team 19
51	707	Team 18	Team 3
51	708	Team 4	Team 17
51	709	Team 16	Team 5
51	710	Team 6	Team 15
51	711	Team 14	Team 7
51	712	Team 8	Team 13
51	713	Team 12	Team 9
51	714	Team 10	Team 11
52	715	Team 25	Team 28
52	716	Team 26	Team 24
52	717	Team 23	Team 27
52	718	Team 1	Team 22
52	719	Team 21	Team 2
52	720	Team 3	Team 20
52	721	Team 19	Team 4
52	722	Team 5	Team 18
52	723	Team 17	Team 6
52	724	Team 7	Team 16
52	725	Team 15	Team 8
52	726	Team 9	Team 14
52	727	Team 13	Team 10
52	728	Team 11	Team 12
53	729	Team 28	Team 26
53	730	Team 27	Team 25
53	731	Team 24	Team 1
53	732	Team 2	Team 23
53	733	Team 22	Team 3
53	734	Team 4	Team 21
53	735	Team 20	Team 5
53	736	Team 6	Team 19
53	737	Team 18	Team 7
53	738	Team 8	Team 17
53	739	Team 16	Team 9
53	740	Team 10	Team 15
53	741	Team 14	Team 11
53	742	Team 12	Team 13
54	743	Team 27	Team 28
54	744	Team 1	Team 26
54	745	Team 25	Team 2
54	746	Team 3	Team 24
54	747	Team 23	Team 4
54	748	Team 5	Team 22
54	749	Team 21	Team 6
54	750	Team 7	Team 20
54	751	Team 19	Team 8
54	752	Team 9	Team 18
54	753	Team 17	Team 10
54	754	Team 11	Team 16
54	755	Team 15	Team 12
54	756	Team 13	Team 14
