Round	Game #	Home Team	Visitor Team
18	71	Team 6	Team 3
18	72	Team 4	Team 5
19	73	Team 2	Team 9
19	74	Team 8	Team 3
19	75	Team 4	Team 7
19	76	Team 6	Team 5
20	77	Team 3	Team 1
20	78	Team 9	Team 4
20	79	Team 5	Team 8
20	80	Team 7	Team 6
21	81	Team 4	Team 2
21	82	Team 1	Team 5
21	83	Team 6	Team 9
21	84	Team 8	Team 7
22	85	Team 5	Team 3
22	86	Team 2	Team 6
22	87	Team 7	Team 1
22	88	Team 9	Team 8
23	89	Team 6	Team 4
23	90	Team 3	Team 7
23	91	Team 8	Team 2
23	92	Team 1	Team 9
24	93	Team 7	Team 5
24	94	Team 4	Team 8
24	95	Team 9	Team 3
24	96	Team 2	Team 1
25	97	Team 8	Team 6
25	98	Team 5	Team 9
25	99	Team 1	Team 4
25	100	Team 3	Team 2
26	101	Team 9	Team 7
26	102	Team 6	Team 1
26	103	Team 2	Team 5
26	104	Team 4	Team 3
27	105	Team 1	Team 8
27	106	Team 7	Team 2
27	107	Team 3	Team 6
27	108	Team 5	Team 4
28	109	Team 9	Team 2
28	110	Team 3	Team 8
28	111	Team 7	Team 4
28	112	Team 5	Team 6
29	113	Team 1	Team 3
29	114	Team 4	Team 9
29	115	Team 8	Team 5
29	116	Team 6	Team 7
30	117	Team 2	Team 4
30	118	Team 5	Team 1
30	119	Team 9	Team 6
30	120	Team 7	Team 8
31	121	Team 3	Team 5
31	122	Team 6	Team 2
31	123	Team 1	Team 7
31	124	Team 8	Team 9
32	125	Team 4	Team 6
32	126	Team 7	Team 3
32	127	Team 2	Team 8
32	128	Team 9	Team 1
33	129	Team 5	Team 7
33	130	Team 8	Team 4
33	131	Team 3	Team 9
33	132	Team 1	Team 2
34	133	Team 6	Team 8
34	134	Team 9	Team 5
34	135	Team 4	Team 1
34	136	Team 2	Team 3
35	137	Team 7	Team 9
35	138	Team 1	Team 6
35	139	Team 5	Team 2
35	140	Team 3	Team 4
36	141	Team 8	Team 1
36	142	Team 2	Team 7
36	143	Team 6	Team 3
36	144	Team 4	Team 5
37	145	Team 2	Team 9
37	146	Team 8	Team 3
37	147	Team 4	Team 7
37	148	Team 6	Team 5
38	149	Team 3	Team 1
38	150	Team 9	Team 4
38	151	Team 5	Team 8
38	152	Team 7	Team 6
39	153	Team 4	Team 2
39	154	Team 1	Team 5
39	155	Team 6	Team 9
39	156	Team 8	Team 7
40	157	Team 5	Team 3
40	158	Team 2	Team 6
40	159	Team 7	Team 1
40	160	Team 9	Team 8
41	161	Team 6	Team 4
41	162	Team 3	Team 7
41	163	Team 8	Team 2
41	164	Team 1	Team 9
42	165	Team 7	Team 5
42	166	Team 4	Team 8
42	167	Team 9	Team 3
42	168	Team 2	Team 1
43	169	Team 8	Team 6
43	170	Team 5	Team 9
43	171	Team 1	Team 4
43	172	Team 3	Team 2
44	173	Team 9	Team 7
44	174	Team 6	Team 1
44	175	Team 2	Team 5
44	176	Team 4	Team 3
45	177	Team 1	Team 8
45	178	Team 7	Team 2
45	179	Team 3	Team 6
45	180	Team 5	Team 4
46	181	Team 9	Team 2
46	182	Team 3	Team 8
46	183	Team 7	Team 4
46	184	Team 5	Team 6
47	185	Team 1	Team 3
47	186	Team 4	Team 9
47	187	Team 8	Team 5
47	188	Team 6	Team 7
48	189	Team 2	Team 4
48	190	Team 5	Team 1
48	191	Team 9	Team 6
48	192	Team 7	Team 8
49	193	Team 3	Team 5
49	194	Team 6	Team 2
49	195	Team 1	Team 7
49	196	Team 8	Team 9
50	197	Team 4	Team 6
50	198	Team 7	Team 3
50	199	Team 2	Team 8
50	200	Team 9	Team 1
51	201	Team 5	Team 7
51	202	Team 8	Team 4
51	203	Team 3	Team 9
51	204	Team 1	Team 2
52	205	Team 6	Team 8
52	206	Team 9	Team 5
52	207	Team 4	Team 1
52	208	Team 2	Team 3
53	209	Team 7	Team 9
53	210	Team 1	Team 6
53	211	Team 5	Team 2
53	212	Team 3	Team 4
54	213	Team 8	Team 1
54	214	Team 2	Team 7
54	215	Team 6	Team 3
54	216	Team 4	Team 5
55	217	Team 2	Team 9
55	218	Team 8	Team 3
55	219	Team 4	Team 7
55	220	Team 6	Team 5
56	221	Team 3	Team 1
56	222	Team 9	Team 4
56	223	Team 5	Team 8
56	224	Team 7	Team 6
57	225	Team 4	Team 2
57	226	Team 1	Team 5
57	227	Team 6	Team 9
57	228	Team 8	Team 7
58	229	Team 5	Team 3
58	230	Team 2	Team 6
58	231	Team 7	Team 1
58	232	Team 9	Team 8
59	233	Team 6	Team 4
59	234	Team 3	Team 7
59	235	Team 8	Team 2
59	236	Team 1	Team 9
60	237	Team 7	Team 5
60	238	Team 4	Team 8
60	239	Team 9	Team 3
60	240	Team 2	Team 1
61	241	Team 5	Team 6
61	242	Team 1	Team 4
61	243	Team 3	Team 2
