Round	Game #	Home Team	Visitor Team
8	88	Team 5	Team 11
8	89	Team 12	Team 4
8	90	Team 3	Team 13
8	91	Team 14	Team 2
8	92	Team 1	Team 15
8	93	Team 16	Team 23
8	94	Team 22	Team 17
8	95	Team 18	Team 21
8	96	Team 20	Team 19
9	97	Team 24	Team 9
9	98	Team 8	Team 10
9	99	Team 11	Team 7
9	100	Team 6	Team 12
9	101	Team 13	Team 5
9	102	Team 4	Team 14
9	103	Team 15	Team 3
9	104	Team 2	Team 16
9	105	Team 17	Team 1
9	106	Team 23	Team 18
9	107	Team 19	Team 22
9	108	Team 21	Team 20
10	109	Team 10	Team 24
10	110	Team 9	Team 11
10	111	Team 12	Team 8
10	112	Team 7	Team 13
10	113	Team 14	Team 6
10	114	Team 5	Team 15
10	115	Team 16	Team 4
10	116	Team 3	Team 17
10	117	Team 18	Team 2
10	118	Team 1	Team 19
10	119	Team 20	Team 23
10	120	Team 22	Team 21
11	121	Team 24	Team 11
11	122	Team 10	Team 12
11	123	Team 13	Team 9
11	124	Team 8	Team 14
11	125	Team 15	Team 7
11	126	Team 6	Team 16
11	127	Team 17	Team 5
11	128	Team 4	Team 18
11	129	Team 19	Team 3
11	130	Team 2	Team 20
11	131	Team 21	Team 1
11	132	Team 23	Team 22
12	133	Team 12	Team 24
12	134	Team 11	Team 13
12	135	Team 14	Team 10
12	136	Team 9	Team 15
12	137	Team 16	Team 8
12	138	Team 7	Team 17
12	139	Team 18	Team 6
12	140	Team 5	Team 19
12	141	Team 20	Team 4
12	142	Team 3	Team 21
12	143	Team 22	Team 2
12	144	Team 1	Team 23
13	145	Team 24	Team 13
13	146	Team 12	Team 14
13	147	Team 15	Team 11
13	148	Team 10	Team 16
13	149	Team 17	Team 9
13	150	Team 8	Team 18
13	151	Team 19	Team 7
13	152	Team 6	Team 20
13	153	Team 21	Team 5
13	154	Team 4	Team 22
13	155	Team 23	Team 3
13	156	Team 2	Team 1
14	157	Team 14	Team 24
14	158	Team 13	Team 15
14	159	Team 16	Team 12
14	160	Team 11	Team 17
14	161	Team 18	Team 10
14	162	Team 9	Team 19
14	163	Team 20	Team 8
14	164	Team 7	Team 21
14	165	Team 22	Team 6
14	166	Team 5	Team 23
14	167	Team 1	Team 4
14	168	Team 3	Team 2
15	169	Team 24	Team 15
15	170	Team 14	Team 16
15	171	Team 17	Team 13
15	172	Team 12	Team 18
15	173	Team 19	Team 11
15	174	Team 10	Team 20
15	175	Team 21	Team 9
15	176	Team 8	Team 22
15	177	Team 23	Team 7
15	178	Team 6	Team 1
15	179	Team 2	Team 5
15	180	Team 4	Team 3
16	181	Team 16	Team 24
16	182	Team 15	Team 17
16	183	Team 18	Team 14
16	184	Team 13	Team 19
16	185	Team 20	Team 12
16	186	Team 11	Team 21
16	187	Team 22	Team 10
16	188	Team 9	Team 23
16	189	Team 1	Team 8
16	190	Team 7	Team 2
16	191	Team 3	Team 6
16	192	Team 5	Team 4
17	193	Team 24	Team 17
17	194	Team 16	Team 18
17	195	Team 19	Team 15
17	196	Team 14	Team 20
17	197	Team 21	Team 13
17	198	Team 12	Team 22
17	199	Team 23	Team 11
17	200	Team 10	Team 1
17	201	Team 2	Team 9
17	202	Team 8	Team 3
17	203	Team 4	Team 7
17	204	Team 6	Team 5
18	205	Team 18	Team 24
18	206	Team 17	Team 19
18	207	Team 20	Team 16
18	208	Team 15	Team 21
18	209	Team 22	Team 14
18	210	Team 13	Team 23
18	211	Team 1	Team 12
18	212	Team 11	Team 2
18	213	Team 3	Team 10
18	214	Team 9	Team 4
18	215	Team 5	Team 8
18	216	Team 7	Team 6
19	217	Team 24	Team 19
19	218	Team 18	Team 20
19	219	Team 21	Team 17
19	220	Team 16	Team 22
19	221	Team 23	Team 15
19	222	Team 14	Team 1
19	223	Team 2	Team 13
19	224	Team 12	Team 3
19	225	Team 4	Team 11
19	226	Team 10	Team 5
19	227	Team 6	Team 9
19	228	Team 8	Team 7
20	229	Team 20	Team 24
20	230	Team 19	Team 21
20	231	Team 22	Team 18
20	232	Team 17	Team 23
20	233	Team 1	Team 16
20	234	Team 15	Team 2
20	235	Team 3	Team 14
20	236	Team 13	Team 4
20	237	Team 5	Team 12
20	238	Team 11	Team 6
20	239	Team 7	Team 10
20	240	Team 9	Team 8
21	241	Team 24	Team 21
21	242	Team 20	Team 22
21	243	Team 23	Team 19
21	244	Team 18	Team 1
21	245	Team 2	Team 17
21	246	Team 16	Team 3
21	247	Team 4	Team 15
21	248	Team 14	Team 5
21	249	Team 6	Team 13
21	250	Team 12	Team 7
21	251	Team 8	Team 11
21	252	Team 10	Team 9
22	253	Team 22	Team 24
22	254	Team 21	Team 23
22	255	Team 1	Team 20
22	256	Team 19	Team 2
22	257	Team 3	Team 18
22	258	Team 17	Team 4
22	259	Team 5	Team 16
22	260	Team 15	Team 6
22	261	Team 7	Team 14
22	262	Team 13	Team 8
22	263	Team 9	Team 12
22	264	Team 11	Team 10
23	265	Team 24	Team 23
23	266	Team 22	Team 1
23	267	Team 2	Team 21
23	268	Team 20	Team 3
23	269	Team 4	Team 19
23	270	Team 18	Team 5
23	271	Team 6	Team 17
23	272	Team 16	Team 7
23	273	Team 8	Team 15
23	274	Team 14	Team 9
23	275	Team 10	Team 13
23	276	Team 12	Team 11
24	277	Team 1	Team 24
24	278	Team 2	Team 23
24	279	Team 22	Team 3
24	280	Team 4	Team 21
24	281	Team 20	Team 5
24	282	Team 6	Team 19
24	283	Team 18	Team 7
24	284	Team 8	Team 17
24	285	Team 16	Team 9
24	286	Team 10	Team 15
24	287	Team 14	Team 11
24	288	Team 12	Team 13
25	289	Team 24	Team 2
25	290	Team 3	Team 1
25	291	Team 23	Team 4
25	292	Team 5	Team 22
25	293	Team 21	Team 6
25	294	Team 7	Team 20
25	295	Team 19	Team 8
25	296	Team 9	Team 18
25	297	Team 17	Team 10
25	298	Team 11	Team 16
25	299	Team 15	Team 12
25	300	Team 13	Team 14
26	301	Team 3	Team 24
26	302	Team 4	Team 2
26	303	Team 1	Team 5
26	304	Team 6	Team 23
26	305	Team 22	Team 7
26	306	Team 8	Team 21
26	307	Team 20	Team 9
26	308	Team 10	Team 19
26	309	Team 18	Team 11
26	310	Team 12	Team 17
26	311	Team 16	Team 13
26	312	Team 14	Team 15
27	313	Team 24	Team 4
27	314	Team 5	Team 3
27	315	Team 2	Team 6
27	316	Team 7	Team 1
27	317	Team 23	Team 8
27	318	Team 9	Team 22
27	319	Team 21	Team 10
27	320	Team 11	Team 20
27	321	Team 19	Team 12
27	322	Team 13	Team 18
27	323	Team 17	Team 14
27	324	Team 15	Team 16
28	325	Team 5	Team 24
28	326	Team 6	Team 4
28	327	Team 3	Team 7
28	328	Team 8	Team 2
28	329	Team 1	Team 9
28	330	Team 10	Team 23
28	331	Team 22	Team 11
28	332	Team 12	Team 21
28	333	Team 20	Team 13
28	334	Team 14	Team 19
28	335	Team 18	Team 15
28	336	Team 16	Team 17
29	337	Team 24	Team 6
29	338	Team 7	Team 5
29	339	Team 4	Team 8
29	340	Team 9	Team 3
29	341	Team 2	Team 10
29	342	Team 11	Team 1
29	343	Team 23	Team 12
29	344	Team 13	Team 22
29	345	Team 21	Team 14
29	346	Team 15	Team 20
29	347	Team 19	Team 16
29	348	Team 17	Team 18
30	349	Team 7	Team 24
30	350	Team 8	Team 6
30	351	Team 5	Team 9
30	352	Team 10	Team 4
30	353	Team 3	Team 11
30	354	Team 12	Team 2
30	355	Team 1	Team 13
30	356	Team 14	Team 23
30	357	Team 22	Team 15
30	358	Team 16	Team 21
30	359	Team 20	Team 17
30	360	Team 18	Team 19
31	361	Team 24	Team 8
31	362	Team 9	Team 7
31	363	Team 6	Team 10
31	364	Team 11	Team 5
31	365	Team 4	Team 12
31	366	Team 13	Team 3
31	367	Team 2	Team 14
31	368	Team 15	Team 1
31	369	Team 23	Team 16
31	370	Team 17	Team 22
31	371	Team 21	Team 18
31	372	Team 19	Team 20
32	373	Team 9	Team 24
32	374	Team 10	Team 8
32	375	Team 7	Team 11
32	376	Team 12	Team 6
32	377	Team 5	Team 13
32	378	Team 14	Team 4
32	379	Team 3	Team 15
32	380	Team 16	Team 2
32	381	Team 1	Team 17
32	382	Team 18	Team 23
32	383	Team 22	Team 19
32	384	Team 20	Team 21
33	385	Team 24	Team 10
33	386	Team 11	Team 9
33	387	Team 8	Team 12
33	388	Team 13	Team 7
33	389	Team 6	Team 14
33	390	Team 15	Team 5
33	391	Team 4	Team 16
33	392	Team 17	Team 3
33	393	Team 2	Team 18
33	394	Team 19	Team 1
33	395	Team 23	Team 20
33	396	Team 21	Team 22
34	397	Team 11	Team 24
34	398	Team 12	Team 10
34	399	Team 9	Team 13
34	400	Team 14	Team 8
34	401	Team 7	Team 15
34	402	Team 16	Team 6
34	403	Team 5	Team 17
34	404	Team 18	Team 4
34	405	Team 3	Team 19
34	406	Team 20	Team 2
34	407	Team 1	Team 21
34	408	Team 22	Team 23
35	409	Team 24	Team 12
35	410	Team 13	Team 11
35	411	Team 10	Team 14
35	412	Team 15	Team 9
35	413	Team 8	Team 16
35	414	Team 17	Team 7
35	415	Team 6	Team 18
35	416	Team 19	Team 5
35	417	Team 4	Team 20
35	418	Team 21	Team 3
35	419	Team 2	Team 22
35	420	Team 23	Team 1
36	421	Team 13	Team 24
36	422	Team 14	Team 12
36	423	Team 11	Team 15
36	424	Team 16	Team 10
36	425	Team 9	Team 17
36	426	Team 18	Team 8
36	427	Team 7	Team 19
36	428	Team 20	Team 6
36	429	Team 5	Team 21
36	430	Team 22	Team 4
36	431	Team 3	Team 23
36	432	Team 1	Team 2
37	433	Team 24	Team 14
37	434	Team 15	Team 13
37	435	Team 12	Team 16
37	436	Team 17	Team 11
37	437	Team 10	Team 18
37	438	Team 19	Team 9
37	439	Team 8	Team 20
37	440	Team 21	Team 7
37	441	Team 6	Team 22
37	442	Team 23	Team 5
37	443	Team 4	Team 1
37	444	Team 2	Team 3
38	445	Team 15	Team 24
38	446	Team 16	Team 14
38	447	Team 13	Team 17
38	448	Team 18	Team 12
38	449	Team 11	Team 19
38	450	Team 20	Team 10
38	451	Team 9	Team 21
38	452	Team 22	Team 8
38	453	Team 7	Team 23
38	454	Team 1	Team 6
38	455	Team 5	Team 2
38	456	Team 3	Team 4
39	457	Team 24	Team 16
39	458	Team 17	Team 15
39	459	Team 14	Team 18
39	460	Team 19	Team 13
39	461	Team 12	Team 20
39	462	Team 21	Team 11
39	463	Team 10	Team 22
39	464	Team 23	Team 9
39	465	Team 8	Team 1
39	466	Team 2	Team 7
39	467	Team 6	Team 3
39	468	Team 4	Team 5
40	469	Team 17	Team 24
40	470	Team 18	Team 16
40	471	Team 15	Team 19
40	472	Team 20	Team 14
40	473	Team 13	Team 21
40	474	Team 22	Team 12
40	475	Team 11	Team 23
40	476	Team 1	Team 10
40	477	Team 9	Team 2
40	478	Team 3	Team 8
40	479	Team 7	Team 4
40	480	Team 5	Team 6
41	481	Team 24	Team 18
41	482	Team 19	Team 17
41	483	Team 16	Team 20
41	484	Team 21	Team 15
41	485	Team 14	Team 22
41	486	Team 23	Team 13
41	487	Team 12	Team 1
41	488	Team 2	Team 11
41	489	Team 10	Team 3
41	490	Team 4	Team 9
41	491	Team 8	Team 5
41	492	Team 6	Team 7
42	493	Team 19	Team 24
42	494	Team 20	Team 18
42	495	Team 17	Team 21
42	496	Team 22	Team 16
42	497	Team 15	Team 23
42	498	Team 1	Team 14
42	499	Team 13	Team 2
42	500	Team 3	Team 12
42	501	Team 11	Team 4
42	502	Team 5	Team 10
42	503	Team 9	Team 6
42	504	Team 7	Team 8
43	505	Team 24	Team 20
43	506	Team 21	Team 19
43	507	Team 18	Team 22
43	508	Team 23	Team 17
43	509	Team 16	Team 1
43	510	Team 2	Team 15
43	511	Team 14	Team 3
43	512	Team 4	Team 13
43	513	Team 12	Team 5
43	514	Team 6	Team 11
43	515	Team 10	Team 7
43	516	Team 8	Team 9
44	517	Team 21	Team 24
44	518	Team 22	Team 20
44	519	Team 19	Team 23
44	520	Team 1	Team 18
44	521	Team 17	Team 2
44	522	Team 3	Team 16
44	523	Team 15	Team 4
44	524	Team 5	Team 14
44	525	Team 13	Team 6
44	526	Team 7	Team 12
44	527	Team 11	Team 8
44	528	Team 9	Team 10
45	529	Team 24	Team 22
45	530	Team 23	Team 21
45	531	Team 20	Team 1
45	532	Team 2	Team 19
45	533	Team 18	Team 3
45	534	Team 4	Team 17
45	535	Team 16	Team 5
45	536	Team 6	Team 15
45	537	Team 14	Team 7
45	538	Team 8	Team 13
45	539	Team 12	Team 9
45	540	Team 10	Team 11
46	541	Team 23	Team 24
46	542	Team 1	Team 22
46	543	Team 21	Team 2
46	544	Team 3	Team 20
46	545	Team 19	Team 4
46	546	Team 5	Team 18
46	547	Team 17	Team 6
46	548	Team 7	Team 16
46	549	Team 15	Team 8
46	550	Team 9	Team 14
46	551	Team 13	Team 10
46	552	Team 11	Team 12
47	553	Team 24	Team 1
47	554	Team 23	Team 2
47	555	Team 3	Team 22
47	556	Team 21	Team 4
47	557	Team 5	Team 20
47	558	Team 19	Team 6
47	559	Team 7	Team 18
47	560	Team 17	Team 8
47	561	Team 9	Team 16
47	562	Team 15	Team 10
47	563	Team 11	Team 14
47	564	Team 13	Team 12
48	565	Team 2	Team 24
48	566	Team 1	Team 3
48	567	Team 4	Team 23
48	568	Team 22	Team 5
48	569	Team 6	Team 21
48	570	Team 20	Team 7
48	571	Team 8	Team 19
48	572	Team 18	Team 9
48	573	Team 10	Team 17
48	574	Team 16	Team 11
48	575	Team 12	Team 15
48	576	Team 14	Team 13
49	577	Team 24	Team 3
49	578	Team 2	Team 4
49	579	Team 5	Team 1
49	580	Team 23	Team 6
49	581	Team 7	Team 22
49	582	Team 21	Team 8
49	583	Team 9	Team 20
49	584	Team 19	Team 10
49	585	Team 11	Team 18
49	586	Team 17	Team 12
49	587	Team 13	Team 16
49	588	Team 15	Team 14
50	589	Team 4	Team 24
50	590	Team 3	Team 5
50	591	Team 6	Team 2
50	592	Team 1	Team 7
50	593	Team 8	Team 23
50	594	Team 22	Team 9
50	595	Team 10	Team 21
50	596	Team 20	Team 11
50	597	Team 12	Team 19
50	598	Team 18	Team 13
50	599	Team 14	Team 17
50	600	Team 16	Team 15
51	601	Team 24	Team 5
51	602	Team 4	Team 6
51	603	Team 7	Team 3
51	604	Team 2	Team 8
51	605	Team 9	Team 1
51	606	Team 23	Team 10
51	607	Team 11	Team 22
51	608	Team 21	Team 12
51	609	Team 13	Team 20
51	610	Team 19	Team 14
51	611	Team 15	Team 18
51	612	Team 17	Team 16
52	613	Team 6	Team 24
52	614	Team 5	Team 7
52	615	Team 8	Team 4
52	616	Team 3	Team 9
52	617	Team 10	Team 2
52	618	Team 1	Team 11
52	619	Team 12	Team 23
52	620	Team 22	Team 13
52	621	Team 14	Team 21
52	622	Team 20	Team 15
52	623	Team 16	Team 19
52	624	Team 18	Team 17
53	625	Team 24	Team 7
53	626	Team 6	Team 8
53	627	Team 9	Team 5
53	628	Team 4	Team 10
53	629	Team 11	Team 3
53	630	Team 2	Team 12
53	631	Team 13	Team 1
53	632	Team 23	Team 14
53	633	Team 15	Team 22
53	634	Team 21	Team 16
53	635	Team 17	Team 20
53	636	Team 19	Team 18
54	637	Team 8	Team 24
54	638	Team 7	Team 9
54	639	Team 10	Team 6
54	640	Team 5	Team 11
54	641	Team 12	Team 4
54	642	Team 3	Team 13
54	643	Team 14	Team 2
54	644	Team 1	Team 15
54	645	Team 16	Team 23
54	646	Team 22	Team 17
54	647	Team 18	Team 21
54	648	Team 20	Team 19
