Round	Game #	Home Team	Visitor Team
13	189	Team 21	Team 5
13	190	Team 4	Team 22
13	191	Team 23	Team 3
13	192	Team 2	Team 24
13	193	Team 25	Team 1
13	194	Team 29	Team 26
13	195	Team 27	Team 28
14	196	Team 14	Team 30
14	197	Team 13	Team 15
14	198	Team 16	Team 12
14	199	Team 11	Team 17
14	200	Team 18	Team 10
14	201	Team 9	Team 19
14	202	Team 20	Team 8
14	203	Team 7	Team 21
14	204	Team 22	Team 6
14	205	Team 5	Team 23
14	206	Team 24	Team 4
14	207	Team 3	Team 25
14	208	Team 26	Team 2
14	209	Team 1	Team 27
14	210	Team 28	Team 29
15	211	Team 30	Team 15
15	212	Team 14	Team 16
15	213	Team 17	Team 13
15	214	Team 12	Team 18
15	215	Team 19	Team 11
15	216	Team 10	Team 20
15	217	Team 21	Team 9
15	218	Team 8	Team 22
15	219	Team 23	Team 7
15	220	Team 6	Team 24
15	221	Team 25	Team 5
15	222	Team 4	Team 26
15	223	Team 27	Team 3
15	224	Team 2	Team 28
15	225	Team 29	Team 1
16	226	Team 16	Team 30
16	227	Team 15	Team 17
16	228	Team 18	Team 14
16	229	Team 13	Team 19
16	230	Team 20	Team 12
16	231	Team 11	Team 21
16	232	Team 22	Team 10
16	233	Team 9	Team 23
16	234	Team 24	Team 8
16	235	Team 7	Team 25
16	236	Team 26	Team 6
16	237	Team 5	Team 27
16	238	Team 28	Team 4
16	239	Team 3	Team 29
16	240	Team 1	Team 2
17	241	Team 30	Team 17
17	242	Team 16	Team 18
17	243	Team 19	Team 15
17	244	Team 14	Team 20
17	245	Team 21	Team 13
17	246	Team 12	Team 22
17	247	Team 23	Team 11
17	248	Team 10	Team 24
17	249	Team 25	Team 9
17	250	Team 8	Team 26
17	251	Team 27	Team 7
17	252	Team 6	Team 28
17	253	Team 29	Team 5
17	254	Team 4	Team 1
17	255	Team 2	Team 3
18	256	Team 18	Team 30
18	257	Team 17	Team 19
18	258	Team 20	Team 16
18	259	Team 15	Team 21
18	260	Team 22	Team 14
18	261	Team 13	Team 23
18	262	Team 24	Team 12
18	263	Team 11	Team 25
18	264	Team 26	Team 10
18	265	Team 9	Team 27
18	266	Team 28	Team 8
18	267	Team 7	Team 29
18	268	Team 1	Team 6
18	269	Team 5	Team 2
18	270	Team 3	Team 4
19	271	Team 30	Team 19
19	272	Team 18	Team 20
19	273	Team 21	Team 17
19	274	Team 16	Team 22
19	275	Team 23	Team 15
19	276	Team 14	Team 24
19	277	Team 25	Team 13
19	278	Team 12	Team 26
19	279	Team 27	Team 11
19	280	Team 10	Team 28
19	281	Team 29	Team 9
19	282	Team 8	Team 1
19	283	Team 2	Team 7
19	284	Team 6	Team 3
19	285	Team 4	Team 5
20	286	Team 20	Team 30
20	287	Team 19	Team 21
20	288	Team 22	Team 18
20	289	Team 17	Team 23
20	290	Team 24	Team 16
20	291	Team 15	Team 25
20	292	Team 26	Team 14
20	293	Team 13	Team 27
20	294	Team 28	Team 12
20	295	Team 11	Team 29
20	296	Team 1	Team 10
20	297	Team 9	Team 2
20	298	Team 3	Team 8
20	299	Team 7	Team 4
20	300	Team 5	Team 6
21	301	Team 30	Team 21
21	302	Team 20	Team 22
21	303	Team 23	Team 19
21	304	Team 18	Team 24
21	305	Team 25	Team 17
21	306	Team 16	Team 26
21	307	Team 27	Team 15
21	308	Team 14	Team 28
21	309	Team 29	Team 13
21	310	Team 12	Team 1
21	311	Team 2	Team 11
21	312	Team 10	Team 3
21	313	Team 4	Team 9
21	314	Team 8	Team 5
21	315	Team 6	Team 7
22	316	Team 22	Team 30
22	317	Team 21	Team 23
22	318	Team 24	Team 20
22	319	Team 19	Team 25
22	320	Team 26	Team 18
22	321	Team 17	Team 27
22	322	Team 28	Team 16
22	323	Team 15	Team 29
22	324	Team 1	Team 14
22	325	Team 13	Team 2
22	326	Team 3	Team 12
22	327	Team 11	Team 4
22	328	Team 5	Team 10
22	329	Team 9	Team 6
22	330	Team 7	Team 8
23	331	Team 30	Team 23
23	332	Team 22	Team 24
23	333	Team 25	Team 21
23	334	Team 20	Team 26
23	335	Team 27	Team 19
23	336	Team 18	Team 28
23	337	Team 29	Team 17
23	338	Team 16	Team 1
23	339	Team 2	Team 15
23	340	Team 14	Team 3
23	341	Team 4	Team 13
23	342	Team 12	Team 5
23	343	Team 6	Team 11
23	344	Team 10	Team 7
23	345	Team 8	Team 9
24	346	Team 24	Team 30
24	347	Team 23	Team 25
24	348	Team 26	Team 22
24	349	Team 21	Team 27
24	350	Team 28	Team 20
24	351	Team 19	Team 29
24	352	Team 1	Team 18
24	353	Team 17	Team 2
24	354	Team 3	Team 16
24	355	Team 15	Team 4
24	356	Team 5	Team 14
24	357	Team 13	Team 6
24	358	Team 7	Team 12
24	359	Team 11	Team 8
24	360	Team 9	Team 10
25	361	Team 30	Team 25
25	362	Team 24	Team 26
25	363	Team 27	Team 23
25	364	Team 22	Team 28
25	365	Team 29	Team 21
25	366	Team 20	Team 1
25	367	Team 2	Team 19
25	368	Team 18	Team 3
25	369	Team 4	Team 17
25	370	Team 16	Team 5
25	371	Team 6	Team 15
25	372	Team 14	Team 7
25	373	Team 8	Team 13
25	374	Team 12	Team 9
25	375	Team 10	Team 11
26	376	Team 26	Team 30
26	377	Team 25	Team 27
26	378	Team 28	Team 24
26	379	Team 23	Team 29
26	380	Team 1	Team 22
26	381	Team 21	Team 2
26	382	Team 3	Team 20
26	383	Team 19	Team 4
26	384	Team 5	Team 18
26	385	Team 17	Team 6
26	386	Team 7	Team 16
26	387	Team 15	Team 8
26	388	Team 9	Team 14
26	389	Team 13	Team 10
26	390	Team 11	Team 12
27	391	Team 30	Team 27
27	392	Team 26	Team 28
27	393	Team 29	Team 25
27	394	Team 24	Team 1
27	395	Team 2	Team 23
27	396	Team 22	Team 3
27	397	Team 4	Team 21
27	398	Team 20	Team 5
27	399	Team 6	Team 19
27	400	Team 18	Team 7
27	401	Team 8	Team 17
27	402	Team 16	Team 9
27	403	Team 10	Team 15
27	404	Team 14	Team 11
27	405	Team 12	Team 13
28	406	Team 28	Team 30
28	407	Team 27	Team 29
28	408	Team 1	Team 26
28	409	Team 25	Team 2
28	410	Team 3	Team 24
28	411	Team 23	Team 4
28	412	Team 5	Team 22
28	413	Team 21	Team 6
28	414	Team 7	Team 20
28	415	Team 19	Team 8
28	416	Team 9	Team 18
28	417	Team 17	Team 10
28	418	Team 11	Team 16
28	419	Team 15	Team 12
28	420	Team 13	Team 14
29	421	Team 30	Team 29
29	422	Team 28	Team 1
29	423	Team 2	Team 27
29	424	Team 26	Team 3
29	425	Team 4	Team 25
29	426	Team 24	Team 5
29	427	Team 6	Team 23
29	428	Team 22	Team 7
29	429	Team 8	Team 21
29	430	Team 20	Team 9
29	431	Team 10	Team 19
29	432	Team 18	Team 11
29	433	Team 12	Team 17
29	434	Team 16	Team 13
29	435	Team 14	Team 15
30	436	Team 1	Team 30
30	437	Team 2	Team 29
30	438	Team 28	Team 3
30	439	Team 4	Team 27
30	440	Team 26	Team 5
30	441	Team 6	Team 25
30	442	Team 24	Team 7
30	443	Team 8	Team 23
30	444	Team 22	Team 9
30	445	Team 10	Team 21
30	446	Team 20	Team 11
30	447	Team 12	Team 19
30	448	Team 18	Team 13
30	449	Team 14	Team 17
30	450	Team 16	Team 15
31	451	Team 30	Team 2
31	452	Team 3	Team 1
31	453	Team 29	Team 4
31	454	Team 5	Team 28
31	455	Team 27	Team 6
31	456	Team 7	Team 26
31	457	Team 25	Team 8
31	458	Team 9	Team 24
31	459	Team 23	Team 10
31	460	Team 11	Team 22
31	461	Team 21	Team 12
31	462	Team 13	Team 20
31	463	Team 19	Team 14
31	464	Team 15	Team 18
31	465	Team 17	Team 16
32	466	Team 3	Team 30
32	467	Team 4	Team 2
32	468	Team 1	Team 5
32	469	Team 6	Team 29
32	470	Team 28	Team 7
32	471	Team 8	Team 27
32	472	Team 26	Team 9
32	473	Team 10	Team 25
32	474	Team 24	Team 11
32	475	Team 12	Team 23
32	476	Team 22	Team 13
32	477	Team 14	Team 21
32	478	Team 20	Team 15
32	479	Team 16	Team 19
32	480	Team 18	Team 17
33	481	Team 30	Team 4
33	482	Team 5	Team 3
33	483	Team 2	Team 6
33	484	Team 7	Team 1
33	485	Team 29	Team 8
33	486	Team 9	Team 28
33	487	Team 27	Team 10
33	488	Team 11	Team 26
33	489	Team 25	Team 12
33	490	Team 13	Team 24
33	491	Team 23	Team 14
33	492	Team 15	Team 22
33	493	Team 21	Team 16
33	494	Team 17	Team 20
33	495	Team 19	Team 18
34	496	Team 5	Team 30
34	497	Team 6	Team 4
34	498	Team 3	Team 7
34	499	Team 8	Team 2
34	500	Team 1	Team 9
34	501	Team 10	Team 29
34	502	Team 28	Team 11
34	503	Team 12	Team 27
34	504	Team 26	Team 13
34	505	Team 14	Team 25
34	506	Team 24	Team 15
34	507	Team 16	Team 23
34	508	Team 22	Team 17
34	509	Team 18	Team 21
34	510	Team 20	Team 19
35	511	Team 30	Team 6
35	512	Team 7	Team 5
35	513	Team 4	Team 8
35	514	Team 9	Team 3
35	515	Team 2	Team 10
35	516	Team 11	Team 1
35	517	Team 29	Team 12
35	518	Team 13	Team 28
35	519	Team 27	Team 14
35	520	Team 15	Team 26
35	521	Team 25	Team 16
35	522	Team 17	Team 24
35	523	Team 23	Team 18
35	524	Team 19	Team 22
35	525	Team 21	Team 20
36	526	Team 7	Team 30
36	527	Team 8	Team 6
36	528	Team 5	Team 9
36	529	Team 10	Team 4
36	530	Team 3	Team 11
36	531	Team 12	Team 2
36	532	Team 1	Team 13
36	533	Team 14	Team 29
36	534	Team 28	Team 15
36	535	Team 16	Team 27
36	536	Team 26	Team 17
36	537	Team 18	Team 25
36	538	Team 24	Team 19
36	539	Team 20	Team 23
36	540	Team 22	Team 21
37	541	Team 30	Team 8
37	542	Team 9	Team 7
37	543	Team 6	Team 10
37	544	Team 11	Team 5
37	545	Team 4	Team 12
37	546	Team 13	Team 3
37	547	Team 2	Team 14
37	548	Team 15	Team 1
37	549	Team 29	Team 16
37	550	Team 17	Team 28
37	551	Team 27	Team 18
37	552	Team 19	Team 26
37	553	Team 25	Team 20
37	554	Team 21	Team 24
37	555	Team 23	Team 22
38	556	Team 9	Team 30
38	557	Team 10	Team 8
38	558	Team 7	Team 11
38	559	Team 12	Team 6
38	560	Team 5	Team 13
38	561	Team 14	Team 4
38	562	Team 3	Team 15
38	563	Team 16	Team 2
38	564	Team 1	Team 17
38	565	Team 18	Team 29
38	566	Team 28	Team 19
38	567	Team 20	Team 27
38	568	Team 26	Team 21
38	569	Team 22	Team 25
38	570	Team 24	Team 23
39	571	Team 30	Team 10
39	572	Team 11	Team 9
39	573	Team 8	Team 12
39	574	Team 13	Team 7
39	575	Team 6	Team 14
39	576	Team 15	Team 5
39	577	Team 4	Team 16
39	578	Team 17	Team 3
39	579	Team 2	Team 18
39	580	Team 19	Team 1
39	581	Team 29	Team 20
39	582	Team 21	Team 28
39	583	Team 27	Team 22
39	584	Team 23	Team 26
39	585	Team 25	Team 24
40	586	Team 11	Team 30
40	587	Team 12	Team 10
40	588	Team 9	Team 13
40	589	Team 14	Team 8
40	590	Team 7	Team 15
40	591	Team 16	Team 6
40	592	Team 5	Team 17
40	593	Team 18	Team 4
40	594	Team 3	Team 19
40	595	Team 20	Team 2
40	596	Team 1	Team 21
40	597	Team 22	Team 29
40	598	Team 28	Team 23
40	599	Team 24	Team 27
40	600	Team 26	Team 25
41	601	Team 30	Team 12
41	602	Team 13	Team 11
41	603	Team 10	Team 14
41	604	Team 15	Team 9
41	605	Team 8	Team 16
41	606	Team 17	Team 7
41	607	Team 6	Team 18
41	608	Team 19	Team 5
41	609	Team 4	Team 20
41	610	Team 21	Team 3
41	611	Team 2	Team 22
41	612	Team 23	Team 1
41	613	Team 29	Team 24
41	614	Team 25	Team 28
41	615	Team 27	Team 26
42	616	Team 13	Team 30
42	617	Team 14	Team 12
42	618	Team 11	Team 15
42	619	Team 16	Team 10
42	620	Team 9	Team 17
42	621	Team 18	Team 8
42	622	Team 7	Team 19
42	623	Team 20	Team 6
42	624	Team 5	Team 21
42	625	Team 22	Team 4
42	626	Team 3	Team 23
42	627	Team 24	Team 2
42	628	Team 1	Team 25
42	629	Team 26	Team 29
42	630	Team 28	Team 27
43	631	Team 30	Team 14
43	632	Team 15	Team 13
43	633	Team 12	Team 16
43	634	Team 17	Team 11
43	635	Team 10	Team 18
43	636	Team 19	Team 9
43	637	Team 8	Team 20
43	638	Team 21	Team 7
43	639	Team 6	Team 22
43	640	Team 23	Team 5
43	641	Team 4	Team 24
43	642	Team 25	Team 3
43	643	Team 2	Team 26
43	644	Team 27	Team 1
43	645	Team 29	Team 28
44	646	Team 15	Team 30
44	647	Team 16	Team 14
44	648	Team 13	Team 17
44	649	Team 18	Team 12
44	650	Team 11	Team 19
44	651	Team 20	Team 10
44	652	Team 9	Team 21
44	653	Team 22	Team 8
44	654	Team 7	Team 23
44	655	Team 24	Team 6
44	656	Team 5	Team 25
44	657	Team 26	Team 4
44	658	Team 3	Team 27
44	659	Team 28	Team 2
44	660	Team 1	Team 29
45	661	Team 30	Team 16
45	662	Team 17	Team 15
45	663	Team 14	Team 18
45	664	Team 19	Team 13
45	665	Team 12	Team 20
45	666	Team 21	Team 11
45	667	Team 10	Team 22
45	668	Team 23	Team 9
45	669	Team 8	Team 24
45	670	Team 25	Team 7
45	671	Team 6	Team 26
45	672	Team 27	Team 5
45	673	Team 4	Team 28
45	674	Team 29	Team 3
45	675	Team 2	Team 1
46	676	Team 17	Team 30
46	677	Team 18	Team 16
46	678	Team 15	Team 19
46	679	Team 20	Team 14
46	680	Team 13	Team 21
46	681	Team 22	Team 12
46	682	Team 11	Team 23
46	683	Team 24	Team 10
46	684	Team 9	Team 25
46	685	Team 26	Team 8
46	686	Team 7	Team 27
46	687	Team 28	Team 6
46	688	Team 5	Team 29
46	689	Team 1	Team 4
46	690	Team 3	Team 2
47	691	Team 30	Team 18
47	692	Team 19	Team 17
47	693	Team 16	Team 20
47	694	Team 21	Team 15
47	695	Team 14	Team 22
47	696	Team 23	Team 13
47	697	Team 12	Team 24
47	698	Team 25	Team 11
47	699	Team 10	Team 26
47	700	Team 27	Team 9
47	701	Team 8	Team 28
47	702	Team 29	Team 7
47	703	Team 6	Team 1
47	704	Team 2	Team 5
47	705	Team 4	Team 3
48	706	Team 19	Team 30
48	707	Team 20	Team 18
48	708	Team 17	Team 21
48	709	Team 22	Team 16
48	710	Team 15	Team 23
48	711	Team 24	Team 14
48	712	Team 13	Team 25
48	713	Team 26	Team 12
48	714	Team 11	Team 27
48	715	Team 28	Team 10
48	716	Team 9	Team 29
48	717	Team 1	Team 8
48	718	Team 7	Team 2
48	719	Team 3	Team 6
48	720	Team 5	Team 4
49	721	Team 30	Team 20
49	722	Team 21	Team 19
49	723	Team 18	Team 22
49	724	Team 23	Team 17
49	725	Team 16	Team 24
49	726	Team 25	Team 15
49	727	Team 14	Team 26
49	728	Team 27	Team 13
49	729	Team 12	Team 28
49	730	Team 29	Team 11
49	731	Team 10	Team 1
49	732	Team 2	Team 9
49	733	Team 8	Team 3
49	734	Team 4	Team 7
49	735	Team 6	Team 5
50	736	Team 21	Team 30
50	737	Team 22	Team 20
50	738	Team 19	Team 23
50	739	Team 24	Team 18
50	740	Team 17	Team 25
50	741	Team 26	Team 16
50	742	Team 15	Team 27
50	743	Team 28	Team 14
50	744	Team 13	Team 29
50	745	Team 1	Team 12
50	746	Team 11	Team 2
50	747	Team 3	Team 10
50	748	Team 9	Team 4
50	749	Team 5	Team 8
50	750	Team 7	Team 6
51	751	Team 30	Team 22
51	752	Team 23	Team 21
51	753	Team 20	Team 24
51	754	Team 25	Team 19
51	755	Team 18	Team 26
51	756	Team 27	Team 17
51	757	Team 16	Team 28
51	758	Team 29	Team 15
51	759	Team 14	Team 1
51	760	Team 2	Team 13
51	761	Team 12	Team 3
51	762	Team 4	Team 11
51	763	Team 10	Team 5
51	764	Team 6	Team 9
51	765	Team 8	Team 7
52	766	Team 23	Team 30
52	767	Team 24	Team 22
52	768	Team 21	Team 25
52	769	Team 26	Team 20
52	770	Team 19	Team 27
52	771	Team 28	Team 18
52	772	Team 17	Team 29
52	773	Team 1	Team 16
52	774	Team 15	Team 2
52	775	Team 3	Team 14
52	776	Team 13	Team 4
52	777	Team 5	Team 12
52	778	Team 11	Team 6
52	779	Team 7	Team 10
52	780	Team 9	Team 8
53	781	Team 30	Team 24
53	782	Team 25	Team 23
53	783	Team 22	Team 26
53	784	Team 27	Team 21
53	785	Team 20	Team 28
53	786	Team 29	Team 19
53	787	Team 18	Team 1
53	788	Team 2	Team 17
53	789	Team 16	Team 3
53	790	Team 4	Team 15
53	791	Team 14	Team 5
53	792	Team 6	Team 13
53	793	Team 12	Team 7
53	794	Team 8	Team 11
53	795	Team 10	Team 9
54	796	Team 25	Team 30
54	797	Team 26	Team 24
54	798	Team 23	Team 27
54	799	Team 28	Team 22
54	800	Team 21	Team 29
54	801	Team 1	Team 20
54	802	Team 19	Team 2
54	803	Team 3	Team 18
54	804	Team 17	Team 4
54	805	Team 5	Team 16
54	806	Team 15	Team 6
54	807	Team 7	Team 14
54	808	Team 13	Team 8
54	809	Team 9	Team 12
54	810	Team 11	Team 10
